,wid,vio_type,date_begin,date_end,water_rule,analytics,vio_id
1,NC1012017,"MCL, Average",JUL-01-2008<br/>,SEP-30-2008<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">Total Haloacetic Acids (HAA5)</a>",.064,1<br/>
0,ND4701151,"MCL, Monthly (TCR)",DEC-01-2007<br/>,DEC-31-2007<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,49904<br/>
0,NC0136065,"MCL, Average",JUL-01-2015<br/>,SEP-30-2015<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">Total Haloacetic Acids (HAA5)</a>",.067,2212269<br/>
0,ND0300553,"MCL, Monthly (TCR)",JUN-01-2006<br/>,JUN-30-2006<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,507<br/>
0,VA3093200,"MCL, Monthly (TCR)",DEC-01-2014<br/>,DEC-31-2014<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,3296192<br/>
0,MD0140001,Public Education,NOV-30-2014<br/>,<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">Lead and Copper Rule</a>",---,1576160<br/>
0,MA1256000,"MCL, Monthly (TCR)",OCT-01-2015<br/>,OCT-31-2015<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,8<br/>
1,MA1256000,"MCL, Monthly (TCR)",SEP-01-2015<br/>,SEP-30-2015<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,7<br/>
2,MA1256000,"MCL, Monthly (TCR)",DEC-01-2014<br/>,DEC-31-2014<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,4<br/>
3,MA1256000,"MCL, Monthly (TCR)",JAN-01-2014<br/>,JAN-31-2014<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,2<br/>
4,MA1256000,"MCL, Monthly (TCR)",NOV-01-2012<br/>,NOV-30-2012<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,1<br/>
0,NH0882080,"MCL, Monthly (TCR)",NOV-01-2014<br/>,NOV-30-2014<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,1500028<br/>
1,NH0882080,"MCL, Acute (TCR)",NOV-01-2012<br/>,NOV-30-2012<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,1300027<br/>
2,NH0882080,"MCL, Monthly (TCR)",AUG-01-2012<br/>,AUG-31-2012<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,1200026<br/>
3,NH0882080,"MCL, Monthly (TCR)",JUN-01-2012<br/>,JUN-30-2012<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,1200024<br/>
4,NH0882080,"MCL, Monthly (TCR)",DEC-01-2011<br/>,DEC-31-2011<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,1200023<br/>
5,NH0882080,"MCL, Monthly (TCR)",DEC-01-2010<br/>,DEC-31-2010<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,1100021<br/>
6,NH0882080,"MCL, Monthly (TCR)",OCT-01-2010<br/>,OCT-31-2010<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,1100020<br/>
7,NH0882080,"MCL, Monthly (TCR)",SEP-01-2010<br/>,SEP-30-2010<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,1000019<br/>
8,NH0882080,"MCL, Monthly (TCR)",DEC-01-2007<br/>,DEC-31-2007<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,0800016<br/>
9,NH0882080,"MCL, Monthly (TCR)",OCT-01-2007<br/>,OCT-31-2007<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,0800015<br/>
10,NH0882080,"MCL, Monthly (TCR)",SEP-01-2007<br/>,SEP-30-2007<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,0700014<br/>
0,NC0291010,"MCL, Average",APR-01-2015<br/>,JUN-30-2015<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Byproducts"" name=""LEFT"">TTHM</a>",.086,357216<br/>
1,NC0291010,"MCL, Average",JAN-01-2015<br/>,MAR-31-2015<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Byproducts"" name=""LEFT"">TTHM</a>",.099,357215<br/>
2,NC0291010,"MCL, Average",OCT-01-2014<br/>,DEC-31-2014<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Byproducts"" name=""LEFT"">TTHM</a>",.105,357214<br/>
3,NC0291010,"MCL, Average",JUL-01-2014<br/>,SEP-30-2014<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Byproducts"" name=""LEFT"">TTHM</a>",.115,357213<br/>
0,NE3108908,"MCL, Single Sample",APR-01-2010<br/>,JUN-30-2010<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">Nitrate-Nitrite</a>",13.4,408711<br/>
1,NE3108908,"MCL, Single Sample",JUL-01-2009<br/>,SEP-30-2009<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">Nitrate-Nitrite</a>",12.6,408609<br/>
2,NE3108908,"MCL, Single Sample",OCT-01-2008<br/>,DEC-31-2008<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">Nitrate-Nitrite</a>",11,408509<br/>
3,NE3108908,"MCL, Single Sample",JUL-01-2008<br/>,SEP-30-2008<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">Nitrate-Nitrite</a>",11,408408<br/>
4,NE3108908,"MCL, Single Sample",JAN-01-2008<br/>,MAR-31-2008<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">Nitrate-Nitrite</a>",11,408308<br/>
5,NE3108908,"MCL, Average",OCT-01-2007<br/>,DEC-31-2007<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">Nitrate-Nitrite</a>",11,408108<br/>
6,NE3108908,"MCL, Average",JUL-01-2007<br/>,SEP-30-2007<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">Nitrate-Nitrite</a>",12,407807<br/>
0,IN5276004,"MCL, Monthly (TCR)",JUN-01-2010<br/>,JUN-30-2010<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,2306<br/>
0,TN0000699,"MCL, Average",APR-01-2011<br/>,JUN-30-2011<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">Total Haloacetic Acids (HAA5)</a>",.063,1003<br/>
1,TN0000699,"MCL, Monthly (TCR)",AUG-01-2008<br/>,AUG-31-2008<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,1002<br/>
2,TN0000699,"MCL, Average",JAN-01-2008<br/>,MAR-31-2008<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">Total Haloacetic Acids (HAA5)</a>",.062,5<br/>
3,TN0000699,"MCL, Average",JAN-01-2008<br/>,MAR-31-2008<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Byproducts"" name=""LEFT"">TTHM</a>",.082,6<br/>
4,TN0000699,"MCL, Average",OCT-01-2007<br/>,DEC-31-2007<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">Total Haloacetic Acids (HAA5)</a>",.061,4<br/>
5,TN0000699,"MCL, Average",JUL-01-2007<br/>,SEP-30-2007<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">Total Haloacetic Acids (HAA5)</a>",.062,3<br/>
6,TN0000699,"MCL, Average",JUL-01-2006<br/>,SEP-30-2006<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">Total Haloacetic Acids (HAA5)</a>",.06055,1001<br/>
0,MN1790004,"MCL, Monthly (TCR)",SEP-01-2010<br/>,SEP-30-2010<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,39555<br/>
1,MN1790004,"MCL, Monthly (TCR)",AUG-01-2008<br/>,AUG-31-2008<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,36033<br/>
2,MN1790004,"MCL, Monthly (TCR)",OCT-01-2007<br/>,OCT-31-2007<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,34391<br/>
0,MA2017000,"MCL, Monthly (TCR)",JUL-01-2015<br/>,JUL-31-2015<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,42<br/>
1,MA2017000,"MCL, Monthly (TCR)",SEP-01-2013<br/>,SEP-30-2013<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,40<br/>
2,MA2017000,"MCL, Average",APR-01-2013<br/>,JUN-30-2013<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Inorganic"" name=""LEFT"">Arsenic</a>",.025,39<br/>
3,MA2017000,"MCL, Average",JAN-01-2013<br/>,MAR-31-2013<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Inorganic"" name=""LEFT"">Arsenic</a>",.024,38<br/>
4,MA2017000,"MCL, Average",OCT-01-2012<br/>,DEC-31-2012<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Inorganic"" name=""LEFT"">Arsenic</a>",.018,34<br/>
5,MA2017000,"MCL, Average",JUL-01-2012<br/>,SEP-30-2012<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Inorganic"" name=""LEFT"">Arsenic</a>",.011,33<br/>
6,MA2017000,"MCL, Monthly (TCR)",OCT-01-2010<br/>,OCT-31-2010<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,32<br/>
0,NY2500701,"MCL, Average",JAN-01-2011<br/>,MAR-31-2011<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Byproducts"" name=""LEFT"">TTHM</a>",81,210<br/>
0,NY3704361,Treatment Technique (SWTR and GWR),MAR-01-2015<br/>,MAR-31-2015<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">LT2ESWTR</a>",---,109<br/>
0,MD0060210,"MCL, Monthly (TCR)",JUL-01-2013<br/>,JUL-31-2013<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,1374615<br/>
0,AR0000705,"MCL, Monthly (TCR)",DEC-01-2012<br/>,DEC-31-2012<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,8940212<br/>
1,AR0000705,"MCL, Average",APR-01-2010<br/>,JUN-30-2010<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Byproducts"" name=""LEFT"">TTHM</a>",96,8940010<br/>
2,AR0000705,"MCL, Monthly (TCR)",FEB-01-2009<br/>,FEB-28-2009<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,8939909<br/>
3,AR0000705,"MCL, Monthly (TCR)",JAN-01-2009<br/>,JAN-31-2009<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,8939809<br/>
4,AR0000705,"MCL, Monthly (TCR)",NOV-01-2007<br/>,NOV-30-2007<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,8939708<br/>
5,AR0000705,"MCL, Monthly (TCR)",JAN-01-2007<br/>,JAN-31-2007<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,8939607<br/>
0,OH3300212,"MCL, Monthly (TCR)",AUG-01-2006<br/>,AUG-31-2006<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,8651706<br/>
0,MA1159000,"MCL, Monthly (TCR)",SEP-01-2011<br/>,SEP-30-2011<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,7<br/>
1,MA1159000,"MCL, Monthly (TCR)",JAN-01-2011<br/>,JAN-31-2011<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,6<br/>
2,MA1159000,"MCL, Monthly (TCR)",NOV-01-2010<br/>,NOV-30-2010<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,5<br/>
0,VT0005132,"MCL, Average",JUL-01-2006<br/>,SEP-30-2006<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Byproducts"" name=""LEFT"">TTHM</a>",.082,464207<br/>
1,VT0005132,"MCL, Average",JUL-01-2006<br/>,SEP-30-2006<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">Total Haloacetic Acids (HAA5)</a>",.064,464107<br/>
0,VA2187754,"MCL, Monthly (TCR)",DEC-01-2015<br/>,DEC-31-2015<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,2553818<br/>
1,VA2187754,"MCL, Monthly (TCR)",NOV-01-2011<br/>,NOV-30-2011<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,2553812<br/>
2,VA2187754,"MCL, Monthly (TCR)",OCT-01-2009<br/>,OCT-31-2009<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,2553810<br/>
0,AK2340442,"MCL, Average",OCT-01-2015<br/>,DEC-31-2015<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Byproducts"" name=""LEFT"">TTHM</a>",.121,3977593<br/>
1,AK2340442,"MCL, Average",JUL-01-2015<br/>,SEP-30-2015<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Byproducts"" name=""LEFT"">TTHM</a>",.127,3977592<br/>
2,AK2340442,"MCL, Average",APR-01-2015<br/>,JUN-30-2015<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Byproducts"" name=""LEFT"">TTHM</a>",.135,3977591<br/>
3,AK2340442,"MCL, Average",JAN-01-2015<br/>,MAR-31-2015<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Byproducts"" name=""LEFT"">TTHM</a>",.137,3977590<br/>
4,AK2340442,"MCL, Average",OCT-01-2014<br/>,DEC-31-2014<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Byproducts"" name=""LEFT"">TTHM</a>",.14,3977567<br/>
5,AK2340442,"MCL, Average",OCT-01-2014<br/>,DEC-31-2014<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">Total Haloacetic Acids (HAA5)</a>",.069,3977566<br/>
6,AK2340442,"MCL, Average",JUL-01-2014<br/>,SEP-30-2014<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">Total Haloacetic Acids (HAA5)</a>",.074,3977565<br/>
7,AK2340442,"MCL, Average",JUL-01-2014<br/>,SEP-30-2014<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Byproducts"" name=""LEFT"">TTHM</a>",.138,3977564<br/>
8,AK2340442,Treatment Technique (SWTR and GWR),NOV-01-2013<br/>,NOV-30-2013<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">SWTR</a>",---,3977557<br/>
9,AK2340442,"MCL, Average",JUL-01-2013<br/>,SEP-30-2013<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Byproducts"" name=""LEFT"">TTHM</a>",.09,3977552<br/>
10,AK2340442,"MCL, Average",APR-01-2013<br/>,JUN-30-2013<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Byproducts"" name=""LEFT"">TTHM</a>",.09,3977545<br/>
11,AK2340442,"MCL, Average",OCT-01-2012<br/>,DEC-31-2012<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Byproducts"" name=""LEFT"">TTHM</a>",.09,3977537<br/>
12,AK2340442,"MCL, Average",JUL-01-2012<br/>,SEP-30-2012<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Byproducts"" name=""LEFT"">TTHM</a>",.1,3977536<br/>
13,AK2340442,"MCL, Average",APR-01-2012<br/>,JUN-30-2012<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Byproducts"" name=""LEFT"">TTHM</a>",.106,3977531<br/>
14,AK2340442,"MCL, Average",JAN-01-2012<br/>,MAR-31-2012<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Byproducts"" name=""LEFT"">TTHM</a>",.086,3977522<br/>
15,AK2340442,Treatment Technique (SWTR and GWR),APR-01-2011<br/>,APR-30-2011<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">SWTR</a>",---,3977509<br/>
16,AK2340442,Treatment Technique (SWTR and GWR),MAR-01-2011<br/>,MAR-31-2011<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">SWTR</a>",---,3977497<br/>
17,AK2340442,Treatment Technique (SWTR and GWR),FEB-01-2011<br/>,FEB-28-2011<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">SWTR</a>",---,3977495<br/>
18,AK2340442,Treatment Technique (SWTR and GWR),JAN-01-2011<br/>,JAN-31-2011<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">SWTR</a>",---,3977496<br/>
19,AK2340442,Treatment Technique (SWTR and GWR),DEC-01-2010<br/>,DEC-31-2010<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">SWTR</a>",---,3977493<br/>
20,AK2340442,Treatment Technique (SWTR and GWR),SEP-01-2010<br/>,SEP-30-2010<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">SWTR</a>",---,3977489<br/>
21,AK2340442,Treatment Technique (SWTR and GWR),AUG-01-2010<br/>,AUG-31-2010<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">SWTR</a>",---,3977487<br/>
22,AK2340442,Treatment Technique (SWTR and GWR),JUN-01-2010<br/>,JUN-30-2010<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">SWTR</a>",---,3977486<br/>
23,AK2340442,Treatment Technique (SWTR and GWR),APR-01-2010<br/>,APR-30-2010<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">SWTR</a>",---,3977478<br/>
24,AK2340442,Treatment Technique (SWTR and GWR),MAR-01-2010<br/>,MAR-31-2010<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">SWTR</a>",---,3977477<br/>
25,AK2340442,Treatment Technique (SWTR and GWR),FEB-01-2010<br/>,FEB-28-2010<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">SWTR</a>",---,3977476<br/>
26,AK2340442,Treatment Technique (SWTR and GWR),JAN-01-2010<br/>,JAN-31-2010<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">SWTR</a>",---,3977475<br/>
27,AK2340442,Treatment Technique (SWTR and GWR),DEC-01-2009<br/>,DEC-31-2009<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">SWTR</a>",---,3977451<br/>
28,AK2340442,Treatment Technique (SWTR and GWR),NOV-01-2009<br/>,NOV-30-2009<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">SWTR</a>",---,3977450<br/>
29,AK2340442,Treatment Technique (SWTR and GWR),JUN-01-2009<br/>,JUN-30-2009<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">SWTR</a>",---,3977442<br/>
30,AK2340442,"MCL, Average",JUL-01-2008<br/>,SEP-30-2008<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">Total Haloacetic Acids (HAA5)</a>",.177,3977409<br/>
31,AK2340442,"MCL, Average",JUL-01-2008<br/>,SEP-30-2008<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Byproducts"" name=""LEFT"">TTHM</a>",.211,3977309<br/>
32,AK2340442,"MCL, Average",APR-01-2008<br/>,JUN-30-2008<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Byproducts"" name=""LEFT"">TTHM</a>",.211,3976208<br/>
