,wid,links,county,city,state,population,watertype
42293,VT0020744,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=VT0020744&state=VT&source=Surface%20water%20purchased&population=265&sys_num=0,ORLEANS,DERBY,VT,265,Surface water purchased
17458,IL0750050,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IL0750050&state=IL&source=Ground%20water&population=724&sys_num=0,IROQUOIS,ASHKUM,IL,724,Ground water
41425,TX2450001,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=TX2450001&state=TX&source=Surface%20water&population=11288&sys_num=0,WILLACY,NOT REPORTED,TX,11288,Surface water
33387,NY4404387,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY4404387&state=NY&source=Ground%20water&population=830&sys_num=0,ST. LAWRENCE,HEUVELTON  (V),NY,830,Ground water
41565,TX2240001,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=TX2240001&state=TX&source=Surface%20water&population=905&sys_num=0,THROCKMORTON,NOT REPORTED,TX,905,Surface water
15857,LA1061015,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=LA1061015&state=LA&source=Ground%20water&population=1500&sys_num=0,LINCOLN PARISH,NOT REPORTED,LA,1500,Ground water
25933,GA0310061,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=GA0310061&state=GA&source=Ground%20water&population=120&sys_num=0,BULLOCH,STATESBORO,GA,120,Ground water
31269,PA7280010,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=PA7280010&state=PA&source=Ground%20water&population=63&sys_num=0,FRANKLIN,NOT REPORTED,PA,63,Ground water
13013,IA1681092,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IA1681092&state=IA&source=Ground%20water&population=684&sys_num=0,CEDAR,STANWOOD,IA,684,Ground water
12365,IA3126052,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IA3126052&state=IA&source=Ground%20water&population=57637&sys_num=0,DUBUQUE,DUBUQUE,IA,57637,Ground water
19627,IN5243058,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IN5243058&state=IN&source=Ground%20water&population=132&sys_num=0,KOSCIUSKO,WARSAW,IN,132,Ground water
31591,PA7360024,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=PA7360024&state=PA&source=Ground%20water&population=32&sys_num=0,LANCASTER,NOT REPORTED,PA,32,Ground water
30044,VA4085902,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=VA4085902&state=VA&source=Ground%20water&population=290&sys_num=0,HANOVER,NOT REPORTED,VA,290,Ground water
18900,IL1977730,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IL1977730&state=IL&source=Ground%20water&population=300&sys_num=0,WILL,JOLIET,IL,300,Ground water
28661,NC0286175,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NC0286175&state=NC&source=Ground%20water&population=109&sys_num=0,SURRY,MT AIRY,NC,109,Ground water
16764,WI4050468,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=WI4050468&state=WI&source=Surface%20water%20purchased&population=18900&sys_num=0,BROWN,GREEN BAY,WI,18900,Surface water purchased
6611,CO0135257,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=CO0135257&state=CO&source=Surface%20water&population=16022&sys_num=0,LARIMER,NOT REPORTED,CO,16022,Surface water
12017,MN1490008,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MN1490008&state=MN&source=Ground%20water&population=410&sys_num=0,MORRISON,UPSALA,MN,410,Ground water
46986,DE0000865,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=DE0000865&state=DE&source=Ground%20water&population=1200&sys_num=0,SUSSEX,SEAFORD,DE,1200,Ground water
45553,MA3298000,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MA3298000&state=MA&source=Ground%20water&population=5558&sys_num=0,ESSEX,TOPSFIELD,MA,5558,Ground water
463,WA53AB912,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=WA53AB912&state=WA&source=Surface%20water%20purchased&population=200&sys_num=0,WHATCOM,NOT REPORTED,WA,200,Surface water purchased
41079,TX1820007,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=TX1820007&state=TX&source=Surface%20water&population=472&sys_num=0,PALO PINTO,NOT REPORTED,TX,472,Surface water
31334,PA4410005,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=PA4410005&state=PA&source=Ground%20water&population=410&sys_num=0,LYCOMING,NOT REPORTED,PA,410,Ground water
3617,AZ0407493,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=AZ0407493&state=AZ&source=Ground%20water&population=25&sys_num=0,MARICOPA,WICKENBURG,AZ,25,Ground water
5222,ID3140120,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=ID3140120&state=ID&source=Ground%20water&population=34&sys_num=0,CANYON,NOT REPORTED,ID,34,Ground water
41367,TX2300003,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=TX2300003&state=TX&source=Ground%20water&population=1216&sys_num=0,UPSHUR,NOT REPORTED,TX,1216,Ground water
41072,TX1260007,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=TX1260007&state=TX&source=Ground%20water&population=1009&sys_num=0,JOHNSON,NOT REPORTED,TX,1009,Ground water
15615,LA1115065,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=LA1115065&state=LA&source=Ground%20water&population=5610&sys_num=0,VERNON PARISH,NOT REPORTED,LA,5610,Ground water
26825,SC1010504,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=SC1010504&state=SC&source=Ground%20water&population=468&sys_num=0,CHARLESTON,AWENDAW,SC,468,Ground water
11411,MN1240007,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MN1240007&state=MN&source=Ground%20water&population=384&sys_num=0,FREEBORN,EMMONS,MN,384,Ground water
42860,NH0882410,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NH0882410&state=NH&source=Ground%20water&population=40&sys_num=0,BELKNAP,GILFORD,NH,40,Ground water
14276,MO5030930,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MO5030930&state=MO&source=Ground%20water&population=80&sys_num=0,STONE,NOT REPORTED,MO,80,Ground water
40330,TX0740019,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=TX0740019&state=TX&source=Ground%20water&population=1584&sys_num=0,FANNIN,NOT REPORTED,TX,1584,Ground water
10752,OK3005605,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=OK3005605&state=OK&source=Surface%20water%20purchased&population=1890&sys_num=0,OKMULGEE,NOT REPORTED,OK,1890,Surface water purchased
26086,GA0230003,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=GA0230003&state=GA&source=Ground%20water&population=692&sys_num=0,BLECKLEY,COCHRAN,GA,692,Ground water
39305,CA1300575,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=CA1300575&state=CA&source=Surface%20water&population=101&sys_num=0,IMPERIAL,NOT REPORTED,CA,101,Surface water
45193,MA3049000,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MA3049000&state=MA&source=Surface%20water&population=105162&sys_num=0,MIDDLESEX,CAMBRIDGE,MA,105162,Surface water
35834,ME0007736,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=ME0007736&state=ME&source=Ground%20water&population=270&sys_num=0,YORK,LEBANON,ME,270,Ground water
36390,MI0001440,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MI0001440&state=MI&source=Surface%20water%20purchased&population=11825&sys_num=0,OAKLAND,CLAWSON,MI,11825,Surface water purchased
4464,UTAH25001,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=UTAH25001&state=UT&source=Ground%20water&population=7000&sys_num=0,UTAH,NOT REPORTED,UT,7000,Ground water
38673,CA3100011,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=CA3100011&state=CA&source=Ground%20water&population=290&sys_num=0,PLACER,NOT REPORTED,CA,290,Ground water
29030,VA3131008,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=VA3131008&state=VA&source=Ground%20water&population=45&sys_num=0,NORTHAMPTON,NOT REPORTED,VA,45,Ground water
25681,GA0010006,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=GA0010006&state=GA&source=Ground%20water&population=58&sys_num=0,APPLING,NOT REPORTED,GA,58,Ground water
15728,LA1053012,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=LA1053012&state=LA&source=Ground%20water&population=4128&sys_num=0,JEFFERSON DAVIS PARISH,NOT REPORTED,LA,4128,Ground water
40168,CA2000561,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=CA2000561&state=CA&source=Ground%20water&population=264&sys_num=0,MADERA,NOT REPORTED,CA,264,Ground water
24052,FL1320686,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=FL1320686&state=FL&source=Ground%20water&population=892&sys_num=0,JACKSON,GRAND RIDGE,FL,892,Ground water
25438,GA0310053,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=GA0310053&state=GA&source=Ground%20water&population=110&sys_num=0,BULLOCH,STATESBORO,GA,110,Ground water
19019,IL0670650,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IL0670650&state=IL&source=Surface%20water&population=1607&sys_num=0,HANCOCK,WARSAW,IL,1607,Surface water
37995,HI0000319,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=HI0000319&state=HI&source=Ground%20water&population=4000&sys_num=0,NOT REPORTED,KAPALAMA,HI,4000,Ground water
45758,NH2342100,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NH2342100&state=NH&source=Ground%20water&population=30&sys_num=0,GRAFTON,THORNTON,NH,30,Ground water
10486,OK3003201,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=OK3003201&state=OK&source=Surface%20water%20purchased&population=1170&sys_num=0,HUGHES,NOT REPORTED,OK,1170,Surface water purchased
18286,IL1430020,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IL1430020&state=IL&source=Ground%20water%20purchased&population=1806&sys_num=0,PEORIA,NOT REPORTED,IL,1806,Ground water purchased
40554,TX1110100,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=TX1110100&state=TX&source=Surface%20water&population=0&sys_num=0,HOOD,NOT REPORTED,TX,0,Surface water
17649,IL1970200,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IL1970200&state=IL&source=Ground%20water&population=9160&sys_num=0,WILL,CHANNAHON,IL,9160,Ground water
21400,KY0910314,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=KY0910314&state=KY&source=Surface%20water%20purchased&population=4089&sys_num=0,NICHOLAS,NOT REPORTED,KY,4089,Surface water purchased
3340,NV0000270,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NV0000270&state=NV&source=Ground%20water&population=8538&sys_num=0,NYE,NOT REPORTED,NV,8538,Ground water
34227,NY4410150,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY4410150&state=NY&source=Ground%20water&population=40&sys_num=0,ST. LAWRENCE,ROSSIE (T),NY,40,Ground water
41977,TX0700024,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=TX0700024&state=TX&source=Surface%20water%20purchased&population=1416&sys_num=0,ELLIS,NOT REPORTED,TX,1416,Surface water purchased
26848,SC0420009,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=SC0420009&state=SC&source=Surface%20water%20purchased&population=10428&sys_num=0,ANDERSON,NOT REPORTED,SC,10428,Surface water purchased
41805,TX0260049,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=TX0260049&state=TX&source=Ground%20water%20purchased&population=0&sys_num=0,BURLESON,NOT REPORTED,TX,0,Ground water purchased
45364,MA3165000,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MA3165000&state=MA&source=Surface%20water%20purchased&population=59450&sys_num=0,MIDDLESEX,MALDEN,MA,59450,Surface water purchased
36699,MI0003132,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MI0003132&state=MI&source=Ground%20water&population=465&sys_num=0,EMMET,NOT REPORTED,MI,465,Ground water
18148,IL0995030,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IL0995030&state=IL&source=Surface%20water&population=19000&sys_num=0,LASALLE,STREATOR,IL,19000,Surface water
47121,DE0000841,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=DE0000841&state=DE&source=Ground%20water&population=256&sys_num=0,KENT,SMYRNA,DE,256,Ground water
3301,NV0000363,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NV0000363&state=NV&source=Ground%20water&population=138&sys_num=0,ESMERALDA,NOT REPORTED,NV,138,Ground water
37663,AK2212021,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=AK2212021&state=AK&source=Ground%20water&population=2342&sys_num=0,ANCHORAGE MUNICIPALITY,GIRDWOOD,AK,2342,Ground water
1304,WA5305122,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=WA5305122&state=WA&source=Ground%20water&population=15353&sys_num=0,KITSAP,NOT REPORTED,WA,15353,Ground water
2160,WA5394830,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=WA5394830&state=WA&source=Ground%20water&population=288&sys_num=0,FRANKLIN,NOT REPORTED,WA,288,Ground water
22303,MS0440080,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MS0440080&state=MS&source=Ground%20water&population=6336&sys_num=0,LOWNDES,NOT REPORTED,MS,6336,Ground water
2130,WA5392800,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=WA5392800&state=WA&source=Ground%20water&population=5962&sys_num=0,YAKIMA,NOT REPORTED,WA,5962,Ground water
22050,MS0790001,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MS0790001&state=MS&source=Ground%20water%20purchased&population=474&sys_num=0,WILKINSON,NOT REPORTED,MS,474,Ground water purchased
4851,ID1280088,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=ID1280088&state=ID&source=Ground%20water&population=150&sys_num=0,KOOTENAI,NOT REPORTED,ID,150,Ground water
21661,TN0000094,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=TN0000094&state=TN&source=Groundwater%20under%20influence%20of%20surface%20water&population=7544&sys_num=0,CARTER,ELIZABETHON<br>ELIZABETHTON</br>,TN,7544,Groundwater under influence of surface water
35352,NY1330550,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY1330550&state=NY&source=Ground%20water&population=1180&sys_num=0,DUTCHESS,LAGRANGE (T),NY,1180,Ground water
7652,NM3507329,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NM3507329&state=NM&source=Ground%20water&population=75&sys_num=0,TAOS,RODARTE,NM,75,Ground water
33599,NY1310667,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY1310667&state=NY&source=Ground%20water&population=37&sys_num=0,DUTCHESS,RED HOOK (T),NY,37,Ground water
44670,NJ1427007,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NJ1427007&state=NJ&source=Ground%20water&population=2800&sys_num=0,MORRIS,MOUNT OLIVE TWP.-1427,NJ,2800,Ground water
26805,SC3250014,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=SC3250014&state=SC&source=Ground%20water&population=134&sys_num=0,LEXINGTON,GILBERT,SC,134,Ground water
36420,MI0001640,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MI0001640&state=MI&source=Ground%20water%20purchased&population=3497&sys_num=0,SHIAWASSEE,CORUNNA,MI,3497,Ground water purchased
36638,MI0002855,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MI0002855&state=MI&source=Ground%20water&population=50&sys_num=0,SHIAWASSEE,NOT REPORTED,MI,50,Ground water
