,wid,links,county,city,state,population,watertype
24254,FL3054101,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=FL3054101&state=FL&source=Ground%20water%20purchased&population=140&sys_num=0,BREVARD,MIMS,FL,140,Ground water purchased
19315,IN5247002,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IN5247002&state=IN&source=Surface%20water%20purchased&population=8500&sys_num=0,LAWRENCE,BEDFORD,IN,8500,Surface water purchased
19515,IN5276004,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IN5276004&state=IN&source=Ground%20water&population=42&sys_num=0,STEUBEN,FREMONT,IN,42,Ground water
21697,TN0000699,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=TN0000699&state=TN&source=Surface%20water%20purchased&population=20143&sys_num=0,WILLIAMSON,NOT REPORTED,TN,20143,Surface water purchased
25623,GA1790145,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=GA1790145&state=GA&source=Ground%20water&population=70&sys_num=0,LIBERTY,NOT REPORTED,GA,70,Ground water
14942,AR0000397,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=AR0000397&state=AR&source=Surface%20water%20purchased&population=766&sys_num=0,NEWTON,NOT REPORTED,AR,766,Surface water purchased
6170,WY5600263,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=WY5600263&state=WY&source=Ground%20water&population=130&sys_num=0,LARAMIE,CHEYENNE,WY,130,Ground water
25377,GA1830001,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=GA1830001&state=GA&source=Ground%20water&population=50&sys_num=0,LONG,NOT REPORTED,GA,50,Ground water
47117,DE0020021,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=DE0020021&state=DE&source=Ground%20water&population=72&sys_num=0,SUSSEX,DAGSBORO,DE,72,Ground water
11608,MN1790004,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MN1790004&state=MN&source=Ground%20water&population=5339&sys_num=0,WABASHA,LAKE CITY,MN,5339,Ground water
6316,WY5601369,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=WY5601369&state=WY&source=Surface%20water%20purchased&population=375&sys_num=0,SWEETWATER,ROCK SPRINGS,WY,375,Surface water purchased
33908,NY5600109,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY5600109&state=NY&source=Ground%20water&population=1100&sys_num=0,WARREN,JOHNSBURG (T),NY,1100,Ground water
43332,MA2017000,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MA2017000&state=MA&source=Surface%20water%20purchased&population=11527&sys_num=0,WORCESTER,AUBURN,MA,11527,Surface water purchased
32731,NY2500701,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY2500701&state=NY&source=Surface%20water%20purchased&population=151&sys_num=0,LIVINGSTON,CALEDONIA (T),NY,151,Surface water purchased
35573,NY4510711,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY4510711&state=NY&source=Ground%20water&population=600&sys_num=0,SARATOGA,MILTON (T),NY,600,Ground water
33975,NY3704361,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY3704361&state=NY&source=Surface%20water&population=29400&sys_num=0,OSWEGO,OSWEGO (C),NY,29400,Surface water
32559,NY2501016,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY2501016&state=NY&source=Surface%20water%20purchased&population=3000&sys_num=0,LIVINGSTON,AVON (T),NY,3000,Surface water purchased
25248,GA1270035,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=GA1270035&state=GA&source=Ground%20water&population=117&sys_num=0,GLYNN,BRUNSWICK,GA,117,Ground water
47937,MD0060210,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MD0060210&state=MD&source=Ground%20water&population=300&sys_num=0,CARROLL,NOT REPORTED,MD,300,Ground water
15039,AR0000705,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=AR0000705&state=AR&source=Ground%20water&population=894&sys_num=0,COLUMBIA,NOT REPORTED,AR,894,Ground water
23735,FL3350152,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=FL3350152&state=FL&source=Ground%20water&population=577&sys_num=0,LAKE,LADY LAKE,FL,577,Ground water
9177,NE3121434,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NE3121434&state=NE&source=Ground%20water%20purchased&population=25&sys_num=0,THURSTON,WINNEBAGO,NE,25,Ground water purchased
34503,NY3630023,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY3630023&state=NY&source=Surface%20water%20purchased&population=2482&sys_num=0,ORLEANS,CLARENDON (T),NY,2482,Surface water purchased
41429,TX0370039,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=TX0370039&state=TX&source=Ground%20water&population=615&sys_num=0,CHEROKEE,NOT REPORTED,TX,615,Ground water
20230,OH3300212,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=OH3300212&state=OH&source=Ground%20water&population=875&sys_num=0,HARDIN,NOT REPORTED,OH,875,Ground water
32863,NY5421825,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY5421825&state=NY&source=Ground%20water&population=55&sys_num=0,TOMPKINS,NEWFIELD (T),NY,55,Ground water
13564,MO5010227,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MO5010227&state=MO&source=Ground%20water&population=1200&sys_num=0,JASPER,DUENWEG,MO,1200,Ground water
45355,MA1159000,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MA1159000&state=MA&source=Surface%20water%20purchased&population=14925&sys_num=0,HAMPDEN,LONGMEADOW,MA,14925,Surface water purchased
42541,VT0005132,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=VT0005132&state=VT&source=Surface%20water&population=2986&sys_num=0,FRANKLIN,SWANTON,VT,2986,Surface water
29889,VA2187754,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=VA2187754&state=VA&source=Ground%20water&population=265&sys_num=0,WARREN,NOT REPORTED,VA,265,Ground water
5225,ID1090133,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=ID1090133&state=ID&source=Ground%20water&population=50&sys_num=0,BONNER,NOT REPORTED,ID,50,Ground water
34490,NY5530046,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY5530046&state=NY&source=Surface%20water%20purchased&population=280&sys_num=0,ULSTER,ULSTER (T),NY,280,Surface water purchased
37856,AK2340442,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=AK2340442&state=AK&source=Surface%20water&population=240&sys_num=0,NOME CENSUS AREA,SHAKTOOLIK,AK,240,Surface water
26667,GA1370055,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=GA1370055&state=GA&source=Ground%20water&population=585&sys_num=0,HABERSHAM,NOT REPORTED,GA,585,Ground water
32324,PA4410164,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=PA4410164&state=PA&source=Ground%20water&population=175&sys_num=0,LYCOMING,NOT REPORTED,PA,175,Ground water
9494,KS2016713,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=KS2016713&state=KS&source=Surface%20water%20purchased&population=335&sys_num=0,RUSSELL,GORHAM,KS,335,Surface water purchased
16587,WI1250079,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=WI1250079&state=WI&source=Ground%20water&population=4583&sys_num=0,IOWA,DODGEVILLE,WI,4583,Ground water
44352,NJ1901001,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NJ1901001&state=NJ&source=Ground%20water&population=783&sys_num=0,SUSSEX,ANDOVER BORO-1901,NJ,783,Ground water
15058,AR0000681,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=AR0000681&state=AR&source=Surface%20water%20purchased&population=1260&sys_num=0,SEARCY,NOT REPORTED,AR,1260,Surface water purchased
24061,FL6535084,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=FL6535084&state=FL&source=Ground%20water&population=62&sys_num=0,POLK,LAKE WALES,FL,62,Ground water
45536,MA2187002,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MA2187002&state=MA&source=Ground%20water&population=1800&sys_num=0,NORFOLK,MILLIS,MA,1800,Ground water
44981,RI2674928,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=RI2674928&state=RI&source=Ground%20water&population=100&sys_num=0,WASHINGTON,CHARLESTOWN,RI,100,Ground water
32625,NY3510816,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY3510816&state=NY&source=Ground%20water&population=18&sys_num=0,ORANGE,WALLKILL (T),NY,18,Ground water
24450,FL2544255,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=FL2544255&state=FL&source=Ground%20water&population=1300&sys_num=0,PUTNAM,MELROSE,FL,1300,Ground water
8312,SD4600395,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=SD4600395&state=SD&source=Ground%20water&population=140&sys_num=0,MEADE,BLACK HAWK,SD,140,Ground water
31550,PA6200027,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=PA6200027&state=PA&source=Ground%20water&population=1600&sys_num=0,CRAWFORD,NOT REPORTED,PA,1600,Ground water
35179,NY5910508,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY5910508&state=NY&source=Ground%20water&population=96&sys_num=0,WESTCHESTER,WHITE PLAINS (C),NY,96,Ground water
7020,CO0121725,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=CO0121725&state=CO&source=Surface%20water&population=225&sys_num=0,EL PASO,NOT REPORTED,CO,225,Surface water
21738,TN0000330,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=TN0000330&state=TN&source=Ground%20water&population=4987&sys_num=0,CAMPBELL,JELLICO,TN,4987,Ground water
12041,MN1640014,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MN1640014&state=MN&source=Ground%20water&population=864&sys_num=0,REDWOOD,WALNUT GROVE,MN,864,Ground water
39117,CA3010023,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=CA3010023&state=CA&source=Surface%20water%20purchased&population=64465&sys_num=0,ORANGE,NEWPORT BEACH,CA,64465,Surface water purchased
35389,NY1100635,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY1100635&state=NY&source=Ground%20water&population=54&sys_num=0,CORTLAND,PREBLE (T),NY,54,Ground water
2427,OR4101243,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=OR4101243&state=OR&source=Ground%20water&population=550&sys_num=0,UNION,NOT REPORTED,OR,550,Ground water
13695,MO3069013,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MO3069013&state=MO&source=Ground%20water&population=200&sys_num=0,PHELPS,NOT REPORTED,MO,200,Ground water
37894,AK2291130,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=AK2291130&state=AK&source=Surface%20water&population=95&sys_num=0,VALDEZ-CORDOVA CENSUS AREA,TATITLEK,AK,95,Surface water
20591,OH4301012,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=OH4301012&state=OH&source=Ground%20water&population=62&sys_num=0,LAKE,NOT REPORTED,OH,62,Ground water
13657,MO3010296,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MO3010296&state=MO&source=Ground%20water&population=12128&sys_num=0,CALLAWAY,FULTON,MO,12128,Ground water
19952,OH7005912,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=OH7005912&state=OH&source=Ground%20water&population=763&sys_num=0,RICHLAND,NOT REPORTED,OH,763,Ground water
31459,PA2080004,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=PA2080004&state=PA&source=Ground%20water&population=80&sys_num=0,BRADFORD,NOT REPORTED,PA,80,Ground water
35724,NY1006320,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY1006320&state=NY&source=Ground%20water&population=44&sys_num=0,COLUMBIA,LIVINGSTON (T),NY,44,Ground water
8047,ND4800828,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=ND4800828&state=ND&source=Ground%20water%20purchased&population=101&sys_num=0,TOWNER,ROCKLAKE (CORPORATE NAME FOR R,ND,101,Ground water purchased
1756,WA5379245,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=WA5379245&state=WA&source=Ground%20water&population=425&sys_num=0,ISLAND,NOT REPORTED,WA,425,Ground water
32234,PA6430024,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=PA6430024&state=PA&source=Ground%20water&population=600&sys_num=0,MERCER,NOT REPORTED,PA,600,Ground water
13681,MO5033098,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MO5033098&state=MO&source=Ground%20water&population=30&sys_num=0,CHRISTIAN,NOT REPORTED,MO,30,Ground water
7793,NM3516618,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NM3516618&state=NM&source=Ground%20water&population=330&sys_num=0,MORA,WAGON MOUND,NM,330,Ground water
27563,NC0276449,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NC0276449&state=NC&source=Ground%20water&population=48&sys_num=0,RANDOLPH,RANDLEMAN,NC,48,Ground water
35545,NY5404421,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY5404421&state=NY&source=Ground%20water&population=2300&sys_num=0,TOMPKINS,NEWFIELD (T),NY,2300,Ground water
30065,VA4103830,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=VA4103830&state=VA&source=Ground%20water&population=653&sys_num=0,LANCASTER,NOT REPORTED,VA,653,Ground water
28973,NC1044004,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NC1044004&state=NC&source=Surface%20water%20purchased&population=238&sys_num=0,HAYWOOD,MAGGIE VALLEY,NC,238,Surface water purchased
34479,NY2202350,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY2202350&state=NY&source=Surface%20water%20purchased&population=625&sys_num=0,JEFFERSON,CHAUMONT (V),NY,625,Surface water purchased
9885,KS2016135,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=KS2016135&state=KS&source=Ground%20water%20purchased&population=1431&sys_num=0,RILEY,MANHATTAN,KS,1431,Ground water purchased
7454,NM3562719,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NM3562719&state=NM&source=Surface%20water%20purchased&population=13000&sys_num=0,OTERO,HOLLOMAN AIR FORCE BASE,NM,13000,Surface water purchased
6617,CO0121240,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=CO0121240&state=CO&source=Ground%20water&population=300&sys_num=0,EL PASO,NOT REPORTED,CO,300,Ground water
7003,CO0123676,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=CO0123676&state=CO&source=Surface%20water&population=7001&sys_num=0,GARFIELD,NOT REPORTED,CO,7001,Surface water
37821,AK2250045,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=AK2250045&state=AK&source=Surface%20water&population=155&sys_num=0,KODIAK ISLAND BOROUGH,PORT LIONS,AK,155,Surface water
13668,MO6010303,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MO6010303&state=MO&source=Ground%20water&population=1345&sys_num=0,FRANKLIN,GERALD,MO,1345,Ground water
35508,NY3501323,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY3501323&state=NY&source=Ground%20water&population=65&sys_num=0,ORANGE,WAWAYANDA (T),NY,65,Ground water
18600,IL0314740,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IL0314740&state=IL&source=Ground%20water&population=22056&sys_num=0,COOK,PARK FOREST,IL,22056,Ground water
1705,WA5377148,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=WA5377148&state=WA&source=Ground%20water&population=494&sys_num=0,ISLAND,NOT REPORTED,WA,494,Ground water
39640,CA3010047,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=CA3010047&state=CA&source=Surface%20water%20purchased&population=5390&sys_num=0,ORANGE,NOT REPORTED,CA,5390,Surface water purchased
3245,NV0000140,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NV0000140&state=NV&source=Ground%20water&population=60&sys_num=0,CLARK,NOT REPORTED,NV,60,Ground water
20080,OH1500112,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=OH1500112&state=OH&source=Ground%20water&population=100&sys_num=0,COLUMBIANA,NOT REPORTED,OH,100,Ground water
40208,CA1500401,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=CA1500401&state=CA&source=Ground%20water&population=157&sys_num=0,KERN,NOT REPORTED,CA,157,Ground water
34922,NY5530280,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY5530280&state=NY&source=Surface%20water%20purchased&population=1600&sys_num=0,ULSTER,KINGSTON (C),NY,1600,Surface water purchased
10264,OK2005810,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=OK2005810&state=OK&source=Ground%20water&population=2645&sys_num=0,OTTAWA,NOT REPORTED,OK,2645,Ground water
39126,CA5210004,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=CA5210004&state=CA&source=Ground%20water&population=14025&sys_num=0,TEHAMA,RED BLUFF,CA,14025,Ground water
37012,MI0004570,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MI0004570&state=MI&source=Surface%20water&population=37213&sys_num=0,MUSKEGON,MUSKEGON,MI,37213,Surface water
12527,IA0737062,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IA0737062&state=IA&source=Ground%20water%20purchased&population=2282&sys_num=0,BLACK HAWK,HUDSON,IA,2282,Ground water purchased
36000,ME0004591,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=ME0004591&state=ME&source=Ground%20water&population=40&sys_num=0,ANDROSCOGGIN,TURNER,ME,40,Ground water
16733,WI7441240,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=WI7441240&state=WI&source=Ground%20water&population=90&sys_num=0,VILAS,ARBOR VITAE,WI,90,Ground water
21733,TN0000078,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=TN0000078&state=TN&source=Surface%20water&population=300&sys_num=0,SULLIVAN,BRISTOL<br>CLEVELAND<br>UNICOI</br></br>,TN,300,Surface water
25151,GA3050086,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=GA3050086&state=GA&source=Ground%20water&population=192&sys_num=0,WAYNE,NOT REPORTED,GA,192,Ground water
30730,PA3480029,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=PA3480029&state=PA&source=Ground%20water&population=60&sys_num=0,NORTHAMPTON,NOT REPORTED,PA,60,Ground water
47787,MD0200003,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MD0200003&state=MD&source=Ground%20water&population=16118&sys_num=0,TALBOT,NOT REPORTED,MD,16118,Ground water
20489,OH6800712,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=OH6800712&state=OH&source=Ground%20water&population=2950&sys_num=0,PREBLE,NOT REPORTED,OH,2950,Ground water
27899,NC0392394,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NC0392394&state=NC&source=Ground%20water&population=110&sys_num=0,WAKE,WENDELL,NC,110,Ground water
47545,MD0070245,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MD0070245&state=MD&source=Ground%20water&population=76&sys_num=0,CECIL,NOT REPORTED,MD,76,Ground water
24879,FL4131312,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=FL4131312&state=FL&source=Ground%20water&population=250&sys_num=0,MIAMI-DADE,MIAMI,FL,250,Ground water
26052,GA2290030,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=GA2290030&state=GA&source=Ground%20water&population=256&sys_num=0,PIERCE,NOT REPORTED,GA,256,Ground water
13532,MO6048142,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MO6048142&state=MO&source=Ground%20water&population=60&sys_num=0,JEFFERSON,NOT REPORTED,MO,60,Ground water
28557,NC1011035,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NC1011035&state=NC&source=Ground%20water&population=100&sys_num=0,BUNCOMBE,CANDLER,NC,100,Ground water
17998,IL0975227,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IL0975227&state=IL&source=Surface%20water&population=28150&sys_num=0,LAKE,NORTH CHICAGO,IL,28150,Surface water
9355,KS2000307,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=KS2000307&state=KS&source=Surface%20water%20purchased&population=402&sys_num=0,ANDERSON,COLONY,KS,402,Surface water purchased
