,wid,links,county,city,state,population,watertype
42045,TX1420002,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=TX1420002&state=TX&source=Ground%20water&population=1338&sys_num=0,LA SALLE,NOT REPORTED,TX,1338,Ground water
17606,IL1610120,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IL1610120&state=IL&source=Ground%20water%20purchased&population=476&sys_num=0,ROCK ISLAND,COAL VALLEY,IL,476,Ground water purchased
41012,TX0480001,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=TX0480001&state=TX&source=Ground%20water&population=2766&sys_num=0,CONCHO,NOT REPORTED,TX,2766,Ground water
37021,MI0004655,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MI0004655&state=MI&source=Ground%20water&population=982&sys_num=0,MARQUETTE,NOT REPORTED,MI,982,Ground water
26007,GA0310291,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=GA0310291&state=GA&source=Ground%20water&population=47&sys_num=0,BULLOCH,NOT REPORTED,GA,47,Ground water
40979,TX2490005,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=TX2490005&state=TX&source=Surface%20water&population=6193&sys_num=0,WISE,NOT REPORTED,TX,6193,Surface water
19912,IN5289014,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IN5289014&state=IN&source=Ground%20water&population=100&sys_num=0,WAYNE,CENTERVILLE,IN,100,Ground water
24668,FL6531350,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=FL6531350&state=FL&source=Ground%20water&population=50&sys_num=0,POLK,LAKELAND,FL,50,Ground water
3549,AZ0410188,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=AZ0410188&state=AZ&source=Ground%20water&population=150&sys_num=0,PIMA,TUCSON,AZ,150,Ground water
19274,IN5213001,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IN5213001&state=IN&source=Ground%20water%20purchased&population=2538&sys_num=0,CRAWFORD,LEAVENWORTH,IN,2538,Ground water purchased
31028,PA1150069,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=PA1150069&state=PA&source=Ground%20water&population=250&sys_num=0,CHESTER,NOT REPORTED,PA,250,Ground water
30364,WV3302532,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=WV3302532&state=WV&source=Surface%20water%20purchased&population=346&sys_num=0,MARION,LOGANSPORT,WV,346,Surface water purchased
20412,OH7001912,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=OH7001912&state=OH&source=Ground%20water&population=195&sys_num=0,RICHLAND,NOT REPORTED,OH,195,Ground water
45534,MA3288000,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MA3288000&state=MA&source=Ground%20water&population=18317&sys_num=0,MIDDLESEX,SUDBURY,MA,18317,Ground water
38097,PR0677206,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=PR0677206&state=PR&source=Ground%20water&population=512&sys_num=0,YABUCOA MUNICIPIO,YABUCOA,PR,512,Ground water
45475,MA3259001,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MA3259001&state=MA&source=Ground%20water%20purchased&population=250&sys_num=0,ESSEX,SALISBURY,MA,250,Ground water purchased
32782,NY0400342,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY0400342&state=NY&source=Ground%20water&population=459&sys_num=0,CATTARAUGUS,CARROLLTON (T),NY,459,Ground water
42494,VT0005378,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=VT0005378&state=VT&source=Ground%20water&population=137&sys_num=0,RUTLAND,RUTLAND TOWN,VT,137,Ground water
16814,WI1570113,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=WI1570113&state=WI&source=Ground%20water&population=290&sys_num=0,SAUK,LA VALLE,WI,290,Ground water
37330,MI0006260,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MI0006260&state=MI&source=Surface%20water%20purchased&population=2054&sys_num=0,SAGINAW,NOT REPORTED,MI,2054,Surface water purchased
45737,NH1652020,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NH1652020&state=NH&source=Ground%20water&population=200&sys_num=0,MERRIMACK,NEWBURY,NH,200,Ground water
17048,WI6620324,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=WI6620324&state=WI&source=Ground%20water&population=35&sys_num=0,TREMPEALEAU,DODGE,WI,35,Ground water
15717,LA1127007,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=LA1127007&state=LA&source=Ground%20water&population=499&sys_num=0,WINN PARISH,NOT REPORTED,LA,499,Ground water
4087,AZ0409034,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=AZ0409034&state=AZ&source=Ground%20water&population=1500&sys_num=0,NAVAJO,WHITE MOUNTAIN LAKES,AZ,1500,Ground water
11202,MN1700001,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MN1700001&state=MN&source=Ground%20water&population=6804&sys_num=0,SCOTT,BELLE PLAINE,MN,6804,Ground water
28997,NC4092061,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NC4092061&state=NC&source=Ground%20water&population=106&sys_num=0,WAKE,RALEIGH,NC,106,Ground water
34327,NY4410154,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY4410154&state=NY&source=Ground%20water&population=25&sys_num=0,ST. LAWRENCE,CANTON (T),NY,25,Ground water
5442,MT0004818,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MT0004818&state=MT&source=Ground%20water&population=25&sys_num=0,FLATHEAD,KALISPELL,MT,25,Ground water
28943,NC0230109,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NC0230109&state=NC&source=Ground%20water&population=79&sys_num=0,DAVIE,MOCKSVILLE,NC,79,Ground water
45640,NH2342010,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NH2342010&state=NH&source=Ground%20water&population=110&sys_num=0,GRAFTON,THORNTON,NH,110,Ground water
1431,WA5363210,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=WA5363210&state=WA&source=Ground%20water&population=58&sys_num=0,KITSAP,NOT REPORTED,WA,58,Ground water
39835,CA3200138,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=CA3200138&state=CA&source=Ground%20water&population=53&sys_num=0,PLUMAS,NOT REPORTED,CA,53,Ground water
8602,NE3108307,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NE3108307&state=NE&source=Ground%20water&population=1133&sys_num=0,HARLAN,ALMA,NE,1133,Ground water
26854,SC2320003,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=SC2320003&state=SC&source=Surface%20water%20purchased&population=26643&sys_num=0,GREENVILLE,GREER,SC,26643,Surface water purchased
621,WA5302145,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=WA5302145&state=WA&source=Ground%20water&population=193&sys_num=0,ISLAND,NOT REPORTED,WA,193,Ground water
14988,AR0000500,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=AR0000500&state=AR&source=Surface%20water%20purchased&population=740&sys_num=0,SEARCY,NOT REPORTED,AR,740,Surface water purchased
30001,VA2109800,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=VA2109800&state=VA&source=Ground%20water&population=61&sys_num=0,LOUISA,NOT REPORTED,VA,61,Ground water
40729,TX1700008,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=TX1700008&state=TX&source=Ground%20water&population=2271&sys_num=0,MONTGOMERY,NOT REPORTED,TX,2271,Ground water
43092,NH1851010,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NH1851010&state=NH&source=Ground%20water&population=690&sys_num=0,HILLSBOROUGH,PELHAM,NH,690,Ground water
24340,FL1190414,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=FL1190414&state=FL&source=Ground%20water&population=1625&sys_num=0,FRANKLIN,CARRABELLE,FL,1625,Ground water
32835,NY5530046,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY5530046&state=NY&source=Surface%20water%20purchased&population=280&sys_num=0,ULSTER,ULSTER (T),NY,280,Surface water purchased
32081,PA3480035,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=PA3480035&state=PA&source=Ground%20water&population=75&sys_num=0,NORTHAMPTON,NOT REPORTED,PA,75,Ground water
47660,MD0140007,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MD0140007&state=MD&source=Ground%20water&population=955&sys_num=0,KENT,NOT REPORTED,MD,955,Ground water
29571,VA2163400,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=VA2163400&state=VA&source=Ground%20water&population=578&sys_num=0,ROCKBRIDGE,NOT REPORTED,VA,578,Ground water
14439,MO5036201,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MO5036201&state=MO&source=Ground%20water&population=135&sys_num=0,STONE,KIMBERLING CITY,MO,135,Ground water
1283,WA5359591,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=WA5359591&state=WA&source=Ground%20water&population=2035&sys_num=0,THURSTON,NOT REPORTED,WA,2035,Ground water
41734,TX1011692,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=TX1011692&state=TX&source=Ground%20water&population=5334&sys_num=0,HARRIS,NOT REPORTED,TX,5334,Ground water
14314,MO4043109,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MO4043109&state=MO&source=Ground%20water&population=35&sys_num=0,CRAWFORD,NOT REPORTED,MO,35,Ground water
29783,VA6099500,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=VA6099500&state=VA&source=Ground%20water&population=1002&sys_num=0,KING GEORGE,NOT REPORTED,VA,1002,Ground water
39719,CA3610017,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=CA3610017&state=CA&source=Surface%20water&population=361&sys_num=0,SAN BERNARDINO,NOT REPORTED,CA,361,Surface water
9466,KS2005913,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=KS2005913&state=KS&source=Surface%20water%20purchased&population=2281&sys_num=0,FRANKLIN,WILLIAMSBURG,KS,2281,Surface water purchased
18882,IL0935250,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IL0935250&state=IL&source=Ground%20water&population=100&sys_num=0,KENDALL,NOT REPORTED,IL,100,Ground water
30466,WV3305517,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=WV3305517&state=WV&source=Surface%20water&population=2945&sys_num=0,WYOMING,PINEVILLE,WV,2945,Surface water
25406,GA1230057,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=GA1230057&state=GA&source=Ground%20water&population=265&sys_num=0,GILMER,NOT REPORTED,GA,265,Ground water
20887,OH6401003,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=OH6401003&state=OH&source=Ground%20water%20purchased&population=605&sys_num=0,PERRY,NOT REPORTED,OH,605,Ground water purchased
47350,MD0120011,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MD0120011&state=MD&source=Surface%20water%20purchased&population=2271&sys_num=0,HARFORD,NOT REPORTED,MD,2271,Surface water purchased
32575,NY3630002,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY3630002&state=NY&source=Surface%20water%20purchased&population=1220&sys_num=0,ORLEANS,BARRE (T),NY,1220,Surface water purchased
44065,CT0270101,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=CT0270101&state=CT&source=Ground%20water&population=68&sys_num=0,MIDDLESEX,CLINTON,CT,68,Ground water
19017,IL1150500,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IL1150500&state=IL&source=Ground%20water&population=1300&sys_num=0,MACON,WARRENSBURG,IL,1300,Ground water
42939,NH0753030,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NH0753030&state=NH&source=Ground%20water&population=263&sys_num=0,GRAFTON,ENFIELD,NH,263,Ground water
6479,CO0118015,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=CO0118015&state=CO&source=Surface%20water&population=88042&sys_num=0,DOUGLAS,NOT REPORTED,CO,88042,Surface water
30845,PA4140080,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=PA4140080&state=PA&source=Ground%20water&population=1001&sys_num=0,CENTRE,NOT REPORTED,PA,1001,Ground water
31386,PA1090117,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=PA1090117&state=PA&source=Surface%20water%20purchased&population=5415&sys_num=0,BUCKS,NOT REPORTED,PA,5415,Surface water purchased
36691,MI0003130,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MI0003130&state=MI&source=Ground%20water&population=954&sys_num=0,NEWAYGO,HESPERIA,MI,954,Ground water
28690,NC0195127,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NC0195127&state=NC&source=Ground%20water&population=32&sys_num=0,WATAUGA,BOONE,NC,32,Ground water
11565,MN1690029,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MN1690029&state=MN&source=Ground%20water&population=87&sys_num=0,ST. LOUIS,IRON,MN,87,Ground water
32018,PA2640015,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=PA2640015&state=PA&source=Ground%20water&population=100&sys_num=0,WAYNE,NOT REPORTED,PA,100,Ground water
14564,MO3010831,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MO3010831&state=MO&source=Ground%20water&population=1506&sys_num=0,COLE,WARDSVILLE,MO,1506,Ground water
43630,MA1283019,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MA1283019&state=MA&source=Ground%20water&population=25&sys_num=0,BERKSHIRE,STOCKBRIDGE,MA,25,Ground water
1341,WA5363400,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=WA5363400&state=WA&source=Surface%20water&population=392&sys_num=0,SAN JUAN,NOT REPORTED,WA,392,Surface water
34025,NY0611741,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY0611741&state=NY&source=Ground%20water&population=500&sys_num=0,CHAUTAUQUA,FRENCH CREEK (T),NY,500,Ground water
47804,MD0200206,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MD0200206&state=MD&source=Ground%20water&population=48&sys_num=0,TALBOT,NOT REPORTED,MD,48,Ground water
28486,NC0293108,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NC0293108&state=NC&source=Ground%20water&population=181&sys_num=0,WARREN,LITTLETON,NC,181,Ground water
31437,PA7670138,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=PA7670138&state=PA&source=Ground%20water&population=226&sys_num=0,YORK,NOT REPORTED,PA,226,Ground water
9326,KS2002121,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=KS2002121&state=KS&source=Ground%20water&population=1235&sys_num=0,CHEROKEE,RIVERTON,KS,1235,Ground water
19469,IN5284005,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IN5284005&state=IN&source=Ground%20water&population=50&sys_num=0,VIGO,TERRE HAUTE,IN,50,Ground water
17758,IL0750350,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IL0750350&state=IL&source=Ground%20water&population=550&sys_num=0,IROQUOIS,DANFORTH,IL,550,Ground water
42465,VT0005227,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=VT0005227&state=VT&source=Ground%20water&population=2400&sys_num=0,RUTLAND,POULTNEY,VT,2400,Ground water
33005,NY1330654,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY1330654&state=NY&source=Ground%20water%20purchased&population=25&sys_num=0,DUTCHESS,FISHKILL (T),NY,25,Ground water purchased
35148,NY5503369,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY5503369&state=NY&source=Ground%20water&population=2483&sys_num=0,ULSTER,HURLEY (T),NY,2483,Ground water
27392,NC0392101,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NC0392101&state=NC&source=Ground%20water&population=332&sys_num=0,WAKE,KNIGHTDALE,NC,332,Ground water
17899,IL0190150,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IL0190150&state=IL&source=Ground%20water&population=1647&sys_num=0,CHAMPAIGN,FISHER,IL,1647,Ground water
31185,PA7360039,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=PA7360039&state=PA&source=Ground%20water&population=350&sys_num=0,LANCASTER,NOT REPORTED,PA,350,Ground water
14245,MO6010659,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MO6010659&state=MO&source=Ground%20water&population=3000&sys_num=0,WASHINGTON,POTOSI,MO,3000,Ground water
5620,MT0000570,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MT0000570&state=MT&source=Ground%20water&population=500&sys_num=0,DAWSON,GLENDIVE,MT,500,Ground water
15658,LA1097002,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=LA1097002&state=LA&source=Ground%20water&population=1530&sys_num=0,ST. LANDRY PARISH,NOT REPORTED,LA,1530,Ground water
37124,MI0005320,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MI0005320&state=MI&source=Surface%20water%20purchased&population=1208&sys_num=0,HURON,NOT REPORTED,MI,1208,Surface water purchased
47877,MD0180207,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MD0180207&state=MD&source=Ground%20water&population=300&sys_num=0,ST. MARY'S,NOT REPORTED,MD,300,Ground water
34578,NY0412272,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY0412272&state=NY&source=Ground%20water&population=100&sys_num=0,CATTARAUGUS,MACHIAS (T),NY,100,Ground water
4615,ID6150001,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=ID6150001&state=ID&source=Ground%20water&population=250&sys_num=0,CARIBOU,NOT REPORTED,ID,250,Ground water
15086,AR0000035,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=AR0000035&state=AR&source=Ground%20water&population=1192&sys_num=0,BAXTER,NOT REPORTED,AR,1192,Ground water
46360,VT0020184,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=VT0020184&state=VT&source=Surface%20water%20purchased&population=1000&sys_num=0,BENNINGTON,BENNINGTON,VT,1000,Surface water purchased
8697,NE3120819,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NE3120819&state=NE&source=Ground%20water&population=292&sys_num=0,MERRICK,CHAPMAN,NE,292,Ground water
20991,OH3401403,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=OH3401403&state=OH&source=Ground%20water%20purchased&population=2286&sys_num=0,HARRISON,NOT REPORTED,OH,2286,Ground water purchased
25010,FL6535064,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=FL6535064&state=FL&source=Ground%20water&population=1900&sys_num=0,POLK,WINTER HAVEN,FL,1900,Ground water
12401,IA0723027,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IA0723027&state=IA&source=Ground%20water&population=4751&sys_num=0,BLACK HAWK,EVANSDALE,IA,4751,Ground water
42262,VT0005581,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=VT0005581&state=VT&source=Ground%20water&population=68&sys_num=0,ORANGE,CHELSEA,VT,68,Ground water
24159,FL3424662,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=FL3424662&state=FL&source=Ground%20water&population=448&sys_num=0,MARION,BELLEVIEW,FL,448,Ground water
20049,OH8700311,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=OH8700311&state=OH&source=Surface%20water&population=31512&sys_num=0,WOOD,NOT REPORTED,OH,31512,Surface water
32416,PA2450056,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=PA2450056&state=PA&source=Ground%20water&population=309&sys_num=0,MONROE,NOT REPORTED,PA,309,Ground water
22395,MS0240270,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MS0240270&state=MS&source=Ground%20water&population=0&sys_num=0,HARRISON,GULFPORT,MS,0,Ground water
35274,NY2501020,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY2501020&state=NY&source=Surface%20water%20purchased&population=438&sys_num=0,LIVINGSTON,LEICESTER (V),NY,438,Surface water purchased
1176,WA5354100,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=WA5354100&state=WA&source=Ground%20water&population=495&sys_num=0,FRANKLIN,NOT REPORTED,WA,495,Ground water
31415,PA6250046,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=PA6250046&state=PA&source=Ground%20water&population=1200&sys_num=0,ERIE,NOT REPORTED,PA,1200,Ground water
45769,NH0702040,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NH0702040&state=NH&source=Ground%20water&population=93&sys_num=0,ROCKINGHAM,EAST KINGSTON,NH,93,Ground water
19585,IN5202008,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IN5202008&state=IN&source=Ground%20water&population=1400&sys_num=0,ALLEN,MONROEVILLE,IN,1400,Ground water
27770,NC0299110,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NC0299110&state=NC&source=Ground%20water&population=170&sys_num=0,YADKIN,EAST BEND,NC,170,Ground water
16948,WI1130245,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=WI1130245&state=WI&source=Ground%20water&population=7533&sys_num=0,DANE,MONONA,WI,7533,Ground water
9886,KS2016124,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=KS2016124&state=KS&source=Ground%20water&population=994&sys_num=0,RILEY,RILEY,KS,994,Ground water
7621,NM3524430,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NM3524430&state=NM&source=Ground%20water&population=25&sys_num=0,TORRANCE,MOUNTAINAIR,NM,25,Ground water
19181,IN5211001,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IN5211001&state=IN&source=Ground%20water&population=12000&sys_num=0,CLAY,BRAZIL,IN,12000,Ground water
2890,OR4100632,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=OR4100632&state=OR&source=Ground%20water&population=200&sys_num=0,CLACKAMAS,NOT REPORTED,OR,200,Ground water
43706,MA2277000,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MA2277000&state=MA&source=Surface%20water%20purchased&population=9479&sys_num=0,WORCESTER,SOUTHBOROUGH,MA,9479,Surface water purchased
42803,NH0512070,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NH0512070&state=NH&source=Ground%20water&population=45&sys_num=0,CARROLL,CONWAY,NH,45,Ground water
28293,NC0149184,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NC0149184&state=NC&source=Ground%20water&population=142&sys_num=0,IREDELL,MOORESVILLE,NC,142,Ground water
42126,TX1330110,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=TX1330110&state=TX&source=Ground%20water&population=57&sys_num=0,KERR,NOT REPORTED,TX,57,Ground water
8036,ND5301555,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=ND5301555&state=ND&source=Ground%20water&population=75&sys_num=0,WILLIAMS,NOT REPORTED,ND,75,Ground water
377,WA5324006,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=WA5324006&state=WA&source=Ground%20water&population=212&sys_num=0,THURSTON,NOT REPORTED,WA,212,Ground water
