,wid,links,county,city,state,population,watertype
35369,NY0117224,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY0117224&state=NY&source=Ground%20water&population=30&sys_num=0,ALBANY,WESTERLO (T),NY,30,Ground water
19310,IN5257006,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IN5257006&state=IN&source=Ground%20water&population=350&sys_num=0,NOBLE,LIGONIER,IN,350,Ground water
10239,OK3006638,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=OK3006638&state=OK&source=Surface%20water%20purchased&population=58&sys_num=0,ROGERS,NOT REPORTED,OK,58,Surface water purchased
1484,WA5368550,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=WA5368550&state=WA&source=Surface%20water&population=28946&sys_num=0,CLALLAM,NOT REPORTED,WA,28946,Surface water
35883,ME0090600,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=ME0090600&state=ME&source=Ground%20water&population=2048&sys_num=0,OXFORD,FRYEBURG,ME,2048,Ground water
4186,UTAH06002,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=UTAH06002&state=UT&source=Surface%20water%20purchased&population=27200&sys_num=0,DAVIS,NOT REPORTED,UT,27200,Surface water purchased
47032,DE0000615,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=DE0000615&state=DE&source=Ground%20water&population=66&sys_num=0,SUSSEX,LINCOLN,DE,66,Ground water
41594,TX0190005,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=TX0190005&state=TX&source=Surface%20water%20purchased&population=5492&sys_num=0,BOWIE,NOT REPORTED,TX,5492,Surface water purchased
43785,MA3320000,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MA3320000&state=MA&source=Ground%20water&population=4875&sys_num=0,ESSEX,WENHAM,MA,4875,Ground water
26041,GA2670003,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=GA2670003&state=GA&source=Ground%20water&population=146&sys_num=0,TATTNALL,MANASSAS,GA,146,Ground water
35195,NY5906656,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY5906656&state=NY&source=Ground%20water&population=100&sys_num=0,WESTCHESTER,LEWISBORO (T),NY,100,Ground water
39038,CA3610012,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=CA3610012&state=CA&source=Surface%20water%20purchased&population=18907&sys_num=0,SAN BERNARDINO,CHINO,CA,18907,Surface water purchased
30438,WV3301717,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=WV3301717&state=WV&source=Surface%20water%20purchased&population=1757&sys_num=0,HARRISON,NUTTER FORT,WV,1757,Surface water purchased
19598,IN5212005,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IN5212005&state=IN&source=Ground%20water&population=1230&sys_num=0,CLINTON,MULBERRY,IN,1230,Ground water
7963,ND0800570,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=ND0800570&state=ND&source=Purchased%20ground%20water%20under%20influence%20of%20surface%20water%20source&population=2530&sys_num=0,BURLEIGH,LINCOLN,ND,2530,Purchased ground water under influence of surface water source
14385,MO5010752,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MO5010752&state=MO&source=Ground%20water&population=1700&sys_num=0,CHRISTIAN,SPARTA,MO,1700,Ground water
46369,VT0020790,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=VT0020790&state=VT&source=Ground%20water&population=82&sys_num=0,WINDSOR,PLYMOUTH,VT,82,Ground water
31292,PA7360098,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=PA7360098&state=PA&source=Ground%20water&population=98&sys_num=0,LANCASTER,NOT REPORTED,PA,98,Ground water
45241,MA2080000,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MA2080000&state=MA&source=Ground%20water&population=7644&sys_num=0,WORCESTER,DUDLEY,MA,7644,Ground water
22383,MS0640004,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MS0640004&state=MS&source=Ground%20water&population=2133&sys_num=0,SIMPSON,NOT REPORTED,MS,2133,Ground water
21527,TN0000008,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=TN0000008&state=TN&source=Surface%20water%20purchased&population=2450&sys_num=0,DEKALB,NOT REPORTED,TN,2450,Surface water purchased
42411,VT0005171,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=VT0005171&state=VT&source=Ground%20water&population=252&sys_num=0,ORANGE,BRAINTREE,VT,252,Ground water
40685,TX0500043,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=TX0500043&state=TX&source=Surface%20water%20purchased&population=561&sys_num=0,CORYELL,NOT REPORTED,TX,561,Surface water purchased
37587,AK2261460,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=AK2261460&state=AK&source=Ground%20water&population=31&sys_num=0,DILLINGHAM CENSUS AREA,DILLINGHAM,AK,31,Ground water
19195,IN5240001,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IN5240001&state=IN&source=Surface%20water%20purchased&population=900&sys_num=0,JENNINGS,NORTH VERNON,IN,900,Surface water purchased
23244,AL0000685,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=AL0000685&state=AL&source=Ground%20water&population=480&sys_num=0,HOUSTON,GORDON,AL,480,Ground water
20076,OH8563912,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=OH8563912&state=OH&source=Ground%20water&population=131&sys_num=0,WAYNE,NOT REPORTED,OH,131,Ground water
27719,NC0363102,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NC0363102&state=NC&source=Ground%20water&population=265&sys_num=0,MOORE,PINEHURST,NC,265,Ground water
16213,LA1017001,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=LA1017001&state=LA&source=Ground%20water&population=105&sys_num=0,CADDO PARISH,NOT REPORTED,LA,105,Ground water
34369,NY4117220,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY4117220&state=NY&source=Ground%20water&population=35&sys_num=0,RENSSELAER,BRUNSWICK (T),NY,35,Ground water
16855,WI6620579,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=WI6620579&state=WI&source=Ground%20water%20purchased&population=300&sys_num=0,TREMPEALEAU,WHITEHALL,WI,300,Ground water purchased
29803,VA2023480,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=VA2023480&state=VA&source=Ground%20water&population=1625&sys_num=0,BOTETOURT,NOT REPORTED,VA,1625,Ground water
12543,IA3225701,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IA3225701&state=IA&source=Ground%20water%20purchased&population=129&sys_num=0,EMMET,GRUVER,IA,129,Ground water purchased
43288,NH1282050,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NH1282050&state=NH&source=Ground%20water&population=31&sys_num=0,BELKNAP,LACONIA,NH,31,Ground water
16131,LA1055128,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=LA1055128&state=LA&source=Ground%20water&population=315&sys_num=0,LAFAYETTE PARISH,NOT REPORTED,LA,315,Ground water
35473,NY4410167,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY4410167&state=NY&source=Ground%20water&population=65&sys_num=0,ST. LAWRENCE,LISBON (T),NY,65,Ground water
39039,CA5400570,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=CA5400570&state=CA&source=Ground%20water&population=36&sys_num=0,TULARE,NOT REPORTED,CA,36,Ground water
16406,WI1250207,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=WI1250207&state=WI&source=Ground%20water&population=49&sys_num=0,IOWA,ARENA,WI,49,Ground water
13336,MO5301550,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MO5301550&state=MO&source=Ground%20water&population=32&sys_num=0,TANEY,BRANSON,MO,32,Ground water
47962,MD0120210,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MD0120210&state=MD&source=Ground%20water&population=85&sys_num=0,HARFORD,NOT REPORTED,MD,85,Ground water
1725,WA5377660,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=WA5377660&state=WA&source=Ground%20water&population=5823&sys_num=0,SNOHOMISH,NOT REPORTED,WA,5823,Ground water
7418,NM3504426,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NM3504426&state=NM&source=Ground%20water&population=167&sys_num=0,SANTA FE,GALISTEO,NM,167,Ground water
16037,LA1067022,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=LA1067022&state=LA&source=Ground%20water&population=42&sys_num=0,MOREHOUSE PARISH,NOT REPORTED,LA,42,Ground water
24036,FL6514873,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=FL6514873&state=FL&source=Ground%20water&population=298&sys_num=0,PASCO,LAND O' LAKES,FL,298,Ground water
34614,NY4510771,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY4510771&state=NY&source=Groundwater%20under%20influence%20of%20surface%20water&population=450&sys_num=0,SARATOGA,MILTON (T),NY,450,Groundwater under influence of surface water
31641,PA5650042,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=PA5650042&state=PA&source=Ground%20water&population=250&sys_num=0,WESTMORELAND,NOT REPORTED,PA,250,Ground water
48109,MD0180052,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MD0180052&state=MD&source=Ground%20water&population=239&sys_num=0,ST. MARY'S,NOT REPORTED,MD,239,Ground water
34035,NY1722439,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY1722439&state=NY&source=Ground%20water&population=46&sys_num=0,FULTON,MAYFIELD (T),NY,46,Ground water
11367,MN1250021,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MN1250021&state=MN&source=Ground%20water&population=171&sys_num=0,GOODHUE,DENNISON,MN,171,Ground water
32284,PA7280071,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=PA7280071&state=PA&source=Ground%20water&population=27&sys_num=0,FRANKLIN,NOT REPORTED,PA,27,Ground water
34205,NY0501714,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY0501714&state=NY&source=Surface%20water%20purchased&population=426&sys_num=0,CAYUGA,AURORA (V),NY,426,Surface water purchased
14663,AR0000377,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=AR0000377&state=AR&source=Ground%20water&population=326&sys_num=0,MISSISSIPPI,NOT REPORTED,AR,326,Ground water
40791,TX0370001,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=TX0370001&state=TX&source=Ground%20water&population=1225&sys_num=0,CHEROKEE,NOT REPORTED,TX,1225,Ground water
28928,NC0180193,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NC0180193&state=NC&source=Ground%20water&population=28&sys_num=0,ROWAN,FAITH,NC,28,Ground water
37969,HI0000154,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=HI0000154&state=HI&source=Ground%20water&population=400&sys_num=0,NOT REPORTED,HAKALAU-WAILEA,HI,400,Ground water
29917,VA3175750,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=VA3175750&state=VA&source=Ground%20water&population=500&sys_num=0,SOUTHAMPTON,NOT REPORTED,VA,500,Ground water
20516,OH4500812,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=OH4500812&state=OH&source=Ground%20water%20purchased&population=938&sys_num=0,LICKING,NOT REPORTED,OH,938,Ground water purchased
27422,NC3041055,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NC3041055&state=NC&source=Ground%20water&population=86&sys_num=0,GUILFORD,SUMMERFIELD,NC,86,Ground water
29624,VA6107450,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=VA6107450&state=VA&source=Ground%20water&population=700&sys_num=0,LOUDOUN,NOT REPORTED,VA,700,Ground water
2685,OR4101399,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=OR4101399&state=OR&source=Ground%20water&population=59&sys_num=0,MARION,NOT REPORTED,OR,59,Ground water
44340,NJ1330002,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NJ1330002&state=NJ&source=Surface%20water%20purchased&population=6775&sys_num=0,MONMOUTH,ABERDEEN TWP-1330,NJ,6775,Surface water purchased
13001,IA2974001,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IA2974001&state=IA&source=Ground%20water&population=70&sys_num=0,DES MOINES,SPERRY,IA,70,Ground water
28401,NC0392253,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NC0392253&state=NC&source=Ground%20water&population=650&sys_num=0,WAKE,RALEIGH,NC,650,Ground water
37451,MI0007099,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MI0007099&state=MI&source=Ground%20water&population=193&sys_num=0,WASHTENAW,WHITMORE LAKE,MI,193,Ground water
26251,GA0310242,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=GA0310242&state=GA&source=Ground%20water&population=62&sys_num=0,BULLOCH,NOT REPORTED,GA,62,Ground water
24618,FL6511311,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=FL6511311&state=FL&source=Ground%20water&population=5937&sys_num=0,PASCO,HOLIDAY,FL,5937,Ground water
11551,MN1740004,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MN1740004&state=MN&source=Ground%20water&population=50&sys_num=0,STEELE,NOT REPORTED,MN,50,Ground water
12599,IA3045047,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IA3045047&state=IA&source=Ground%20water%20purchased&population=84&sys_num=0,DICKINSON,LAKE PARK,IA,84,Ground water purchased
27582,NC0353015,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NC0353015&state=NC&source=Surface%20water%20purchased&population=1654&sys_num=0,LEE,BROADWAY,NC,1654,Surface water purchased
30589,WV3305104,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=WV3305104&state=WV&source=Surface%20water&population=2027&sys_num=0,WEBSTER,WEBSTER SPRINGS (CORPORATE NAM,WV,2027,Surface water
27941,NC0442025,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NC0442025&state=NC&source=Surface%20water&population=2506&sys_num=0,HALIFAX,ENFIELD,NC,2506,Surface water
30727,PA3480030,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=PA3480030&state=PA&source=Ground%20water&population=153&sys_num=0,NORTHAMPTON,NOT REPORTED,PA,153,Ground water
12151,IA7403081,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IA7403081&state=IA&source=Ground%20water&population=149&sys_num=0,PALO ALTO,AYRSHIRE,IA,149,Ground water
32350,PA7360055,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=PA7360055&state=PA&source=Ground%20water&population=200&sys_num=0,LANCASTER,NOT REPORTED,PA,200,Ground water
21317,KY0130208,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=KY0130208&state=KY&source=Surface%20water&population=6950&sys_num=0,BREATHITT,NOT REPORTED,KY,6950,Surface water
29349,VA5019315,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=VA5019315&state=VA&source=Surface%20water%20purchased&population=19263&sys_num=0,BEDFORD,NOT REPORTED,VA,19263,Surface water purchased
35405,NY5903439,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY5903439&state=NY&source=Surface%20water%20purchased&population=91&sys_num=0,WESTCHESTER,MOUNT PLEASANT (T),NY,91,Surface water purchased
10166,OK3005002,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=OK3005002&state=OK&source=Ground%20water%20purchased&population=1001&sys_num=0,MURRAY,NOT REPORTED,OK,1001,Ground water purchased
8264,SD4600877,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=SD4600877&state=SD&source=Ground%20water%20purchased&population=65&sys_num=0,CUSTER,FAIRBURN,SD,65,Ground water purchased
36198,MI0040356,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MI0040356&state=MI&source=Ground%20water&population=1650&sys_num=0,MUSKEGON,NOT REPORTED,MI,1650,Ground water
39703,CA3400128,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=CA3400128&state=CA&source=Ground%20water&population=60&sys_num=0,SACRAMENTO,NOT REPORTED,CA,60,Ground water
17836,IL0315617,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IL0315617&state=IL&source=Surface%20water%20purchased&population=60&sys_num=0,COOK,NOT REPORTED,IL,60,Surface water purchased
34552,NY3903655,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY3903655&state=NY&source=Surface%20water%20purchased&population=1509&sys_num=0,PUTNAM,PHILIPSTOWN (T),NY,1509,Surface water purchased
19101,IL1770550,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IL1770550&state=IL&source=Ground%20water&population=361&sys_num=0,STEPHENSON,WINSLOW,IL,361,Ground water
7230,NM3500221,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NM3500221&state=NM&source=Ground%20water&population=400&sys_num=0,RIO ARRIBA,ABIQUIU,NM,400,Ground water
37772,AK2271431,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=AK2271431&state=AK&source=Surface%20water&population=435&sys_num=0,BETHEL CENSUS AREA,NEWTOK,AK,435,Surface water
33612,NY4110697,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY4110697&state=NY&source=Ground%20water&population=60&sys_num=0,RENSSELAER,SCHODACK (T),NY,60,Ground water
41221,TX2400001,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=TX2400001&state=TX&source=Surface%20water&population=244731&sys_num=0,WEBB,NOT REPORTED,TX,244731,Surface water
28564,NC0113149,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NC0113149&state=NC&source=Ground%20water&population=86&sys_num=0,CABARRUS,CONCORD,NC,86,Ground water
8056,ND0600869,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=ND0600869&state=ND&source=Surface%20water%20purchased&population=281&sys_num=0,BOWMAN,SCRANTON,ND,281,Surface water purchased
42720,NH1121010,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NH1121010&state=NH&source=Ground%20water&population=2500&sys_num=0,MERRIMACK,HENNIKER,NH,2500,Ground water
12370,IA4316087,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IA4316087&state=IA&source=Ground%20water&population=1050&sys_num=0,HARRISON,DUNLAP,IA,1050,Ground water
42579,VT0020466,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=VT0020466&state=VT&source=Surface%20water%20purchased&population=663&sys_num=0,CHITTENDEN,COLCHESTER,VT,663,Surface water purchased
29951,VA3550800,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=VA3550800&state=VA&source=Ground%20water&population=60&sys_num=0,NOT REPORTED,CHESAPEAKE,VA,60,Ground water
22941,MS0550006,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MS0550006&state=MS&source=Ground%20water&population=3471&sys_num=0,PEARL RIVER,NOT REPORTED,MS,3471,Ground water
35523,NY5903442,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY5903442&state=NY&source=Surface%20water%20purchased&population=16800&sys_num=0,WESTCHESTER,NEW CASTLE (T),NY,16800,Surface water purchased
41041,TX2470001,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=TX2470001&state=TX&source=Ground%20water&population=7671&sys_num=0,WILSON,NOT REPORTED,TX,7671,Ground water
37580,AK2220439,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=AK2220439&state=AK&source=Ground%20water&population=48&sys_num=0,MATANUSKA-SUSITNA BOROUGH,PALMER,AK,48,Ground water
45383,MA2028012,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MA2028012&state=MA&source=Ground%20water&population=150&sys_num=0,WORCESTER,BERLIN,MA,150,Ground water
33450,NY2100651,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY2100651&state=NY&source=Ground%20water&population=23&sys_num=0,HERKIMER,DANUBE (T),NY,23,Ground water
23395,AL0000862,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=AL0000862&state=AL&source=Surface%20water%20purchased&population=2565&sys_num=0,MACON,NOTASULGA,AL,2565,Surface water purchased
8417,SD4602000,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=SD4602000&state=SD&source=Ground%20water&population=102&sys_num=0,MEADE,BLACK HAWK,SD,102,Ground water
7302,NM3512614,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NM3512614&state=NM&source=Ground%20water&population=998&sys_num=0,LINCOLN,CARRIZOZO,NM,998,Ground water
13491,MO4036064,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MO4036064&state=MO&source=Ground%20water&population=280&sys_num=0,WAYNE,WAPPAPELLO,MO,280,Ground water
713,WA53AB290,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=WA53AB290&state=WA&source=Ground%20water&population=29&sys_num=0,KITTITAS,NOT REPORTED,WA,29,Ground water
37372,MI0040653,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MI0040653&state=MI&source=Ground%20water&population=200&sys_num=0,MECOSTA,NOT REPORTED,MI,200,Ground water
19656,IN5259004,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IN5259004&state=IN&source=Surface%20water%20purchased&population=3677&sys_num=0,ORANGE,PAOLI,IN,3677,Surface water purchased
5093,ID3140091,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=ID3140091&state=ID&source=Ground%20water&population=98&sys_num=0,CANYON,NOT REPORTED,ID,98,Ground water
11793,MN1450008,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MN1450008&state=MN&source=Ground%20water%20purchased&population=310&sys_num=0,MARSHALL,OSLO,MN,310,Ground water purchased
20700,OH8752812,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=OH8752812&state=OH&source=Surface%20water%20purchased&population=15600&sys_num=0,WOOD,NOT REPORTED,OH,15600,Surface water purchased
22754,MS0510010,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MS0510010&state=MS&source=Ground%20water&population=2433&sys_num=0,NEWTON,NOT REPORTED,MS,2433,Ground water
40480,TX2500019,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=TX2500019&state=TX&source=Ground%20water&population=234&sys_num=0,WOOD,NOT REPORTED,TX,234,Ground water
21240,KY0230556,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=KY0230556&state=KY&source=Surface%20water%20purchased&population=12460&sys_num=0,CASEY,NOT REPORTED,KY,12460,Surface water purchased
39513,CA5601105,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=CA5601105&state=CA&source=Ground%20water&population=353&sys_num=0,VENTURA,NOT REPORTED,CA,353,Ground water
14747,AR0000521,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=AR0000521&state=AR&source=Ground%20water%20purchased&population=11677&sys_num=0,FULTON<br>SHARP</br>,NOT REPORTED,AR,11677,Ground water purchased
4229,UTAH22003,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=UTAH22003&state=UT&source=Ground%20water&population=70&sys_num=0,SUMMIT,NOT REPORTED,UT,70,Ground water
36694,MI0040140,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MI0040140&state=MI&source=Ground%20water&population=75&sys_num=0,GENESEE,NOT REPORTED,MI,75,Ground water
47502,MD0100040,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MD0100040&state=MD&source=Ground%20water&population=1036&sys_num=0,FREDERICK,NOT REPORTED,MD,1036,Ground water
13556,MO3031321,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MO3031321&state=MO&source=Ground%20water&population=105&sys_num=0,BENTON,NOT REPORTED,MO,105,Ground water
