,wid,links,county,city,state,population,watertype
37545,AK2260252,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=AK2260252&state=AK&source=Surface%20water&population=95&sys_num=0,ALEUTIANS EAST BOROUGH,AKUTAN,AK,95,Surface water
31370,PA7380002,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=PA7380002&state=PA&source=Ground%20water&population=55&sys_num=0,LEBANON,NOT REPORTED,PA,55,Ground water
2528,OR4100312,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=OR4100312&state=OR&source=Surface%20water%20purchased&population=620&sys_num=0,WASHINGTON,NOT REPORTED,OR,620,Surface water purchased
30170,WV3303903,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=WV3303903&state=WV&source=Ground%20water%20purchased&population=105&sys_num=0,PRESTON,BRUCETON MILLS,WV,105,Ground water purchased
46724,VT0005557,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=VT0005557&state=VT&source=Surface%20water&population=60&sys_num=0,CHITTENDEN,CHARLOTTE,VT,60,Surface water
33034,NY5600103,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY5600103&state=NY&source=Ground%20water&population=493&sys_num=0,WARREN,LAKE GEORGE (T),NY,493,Ground water
33276,NY3503605,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY3503605&state=NY&source=Ground%20water&population=822&sys_num=0,ORANGE,GOSHEN (T),NY,822,Ground water
11039,OK5005525,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=OK5005525&state=OK&source=Ground%20water&population=96&sys_num=0,OKLAHOMA,NOT REPORTED,OK,96,Ground water
31621,PA1150144,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=PA1150144&state=PA&source=Ground%20water&population=180&sys_num=0,CHESTER,NOT REPORTED,PA,180,Ground water
43240,NH1402020,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NH1402020&state=NH&source=Ground%20water&population=95&sys_num=0,MERRIMACK,LOUDON,NH,95,Ground water
15345,LA1005001,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=LA1005001&state=LA&source=Ground%20water%20purchased&population=1206&sys_num=0,ASCENSION PARISH,NOT REPORTED,LA,1206,Ground water purchased
37210,MI0004095,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MI0004095&state=MI&source=Ground%20water&population=90&sys_num=0,BERRIEN,NOT REPORTED,MI,90,Ground water
13426,MO5031398,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MO5031398&state=MO&source=Ground%20water&population=38&sys_num=0,TANEY,NOT REPORTED,MO,38,Ground water
21764,TN0008267,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=TN0008267&state=TN&source=Purchased%20ground%20water%20under%20influence%20of%20surface%20water%20source&population=172&sys_num=0,LAWRENCE,NOT REPORTED,TN,172,Purchased ground water under influence of surface water source
35613,NY2801595,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY2801595&state=NY&source=Ground%20water&population=40&sys_num=0,MONTGOMERY,MOHAWK (T),NY,40,Ground water
44233,CT0860081,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=CT0860081&state=CT&source=Ground%20water&population=524&sys_num=0,NEW LONDON,MONTVILLE,CT,524,Ground water
1923,WA5333039,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=WA5333039&state=WA&source=Ground%20water&population=150&sys_num=0,ISLAND,NOT REPORTED,WA,150,Ground water
46271,NH2542070,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NH2542070&state=NH&source=Ground%20water&population=145&sys_num=0,ROCKINGHAM,WINDHAM,NH,145,Ground water
8240,SD4600105,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=SD4600105&state=SD&source=Ground%20water%20purchased&population=3708&sys_num=0,MINNEHAHA,DELL RAPIDS,SD,3708,Ground water purchased
6790,CO0106300,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=CO0106300&state=CO&source=Ground%20water&population=3035&sys_num=0,BENT,NOT REPORTED,CO,3035,Ground water
44575,NJ0906001,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NJ0906001&state=NJ&source=Surface%20water&population=240000&sys_num=0,HUDSON,JERSEY CITY-0906,NJ,240000,Surface water
30049,VA6061600,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=VA6061600&state=VA&source=Surface%20water&population=11225&sys_num=0,FAUQUIER,NOT REPORTED,VA,11225,Surface water
38546,VI0000074,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=VI0000074&state=VI&source=Ground%20water&population=47&sys_num=0,ST. CROIX ISLAND,NOT REPORTED,VI,47,Ground water
35215,NY3521334,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY3521334&state=NY&source=Ground%20water&population=1144&sys_num=0,ORANGE,WARWICK (T),NY,1144,Ground water
40660,TX0910082,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=TX0910082&state=TX&source=Surface%20water%20purchased&population=414&sys_num=0,GRAYSON,NOT REPORTED,TX,414,Surface water purchased
33277,NY4404385,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY4404385&state=NY&source=Surface%20water&population=4263&sys_num=0,ST. LAWRENCE,GOUVERNEUR (V),NY,4263,Surface water
43850,CT0310011,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=CT0310011&state=CT&source=Ground%20water&population=204&sys_num=0,LITCHFIELD,CORNWALL,CT,204,Ground water
18056,IL1730150,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IL1730150&state=IL&source=Ground%20water&population=524&sys_num=0,SHELBY,HERRICK,IL,524,Ground water
43074,NH1391010,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NH1391010&state=NH&source=Surface%20water%20purchased&population=4740&sys_num=0,ROCKINGHAM,LONDONDERRY,NH,4740,Surface water purchased
26243,GA1470056,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=GA1470056&state=GA&source=Ground%20water&population=234&sys_num=0,HART,HARTWELL,GA,234,Ground water
25125,FL6094994,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=FL6094994&state=FL&source=Ground%20water&population=100&sys_num=0,CITRUS,HERNANDO,FL,100,Ground water
3622,AZ0407296,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=AZ0407296&state=AZ&source=Ground%20water&population=35&sys_num=0,MARICOPA,CHANDLER,AZ,35,Ground water
40035,CA5200535,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=CA5200535&state=CA&source=Ground%20water&population=80&sys_num=0,TEHAMA,NOT REPORTED,CA,80,Ground water
27240,SC3810001,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=SC3810001&state=SC&source=Surface%20water&population=41257&sys_num=0,ORANGEBURG,ORANGEBURG,SC,41257,Surface water
30019,VA5019875,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=VA5019875&state=VA&source=Ground%20water&population=70&sys_num=0,BEDFORD,NOT REPORTED,VA,70,Ground water
45650,NH0061010,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NH0061010&state=NH&source=Ground%20water&population=1750&sys_num=0,BELKNAP,ALTON,NH,1750,Ground water
40627,TX1060001,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=TX1060001&state=TX&source=Ground%20water&population=2230&sys_num=0,HEMPHILL,NOT REPORTED,TX,2230,Ground water
3726,AZ0401018,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=AZ0401018&state=AZ&source=Ground%20water&population=728&sys_num=0,APACHE,CONCHO,AZ,728,Ground water
19583,IN5242008,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IN5242008&state=IN&source=Ground%20water&population=813&sys_num=0,KNOX,MONROE CITY,IN,813,Ground water
7279,NM3533914,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NM3533914&state=NM&source=Ground%20water&population=300&sys_num=0,LINCOLN,CAPITAN,NM,300,Ground water
11577,MN1060006,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MN1060006&state=MN&source=Ground%20water&population=32&sys_num=0,BIG STONE,JOHNSON,MN,32,Ground water
46336,NH2542080,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NH2542080&state=NH&source=Ground%20water&population=58&sys_num=0,ROCKINGHAM,WINDHAM,NH,58,Ground water
43793,MA1326000,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MA1326000&state=MA&source=Ground%20water&population=535&sys_num=0,BERKSHIRE,WEST STOCKBRIDGE,MA,535,Ground water
4014,AZ0407713,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=AZ0407713&state=AZ&source=Ground%20water&population=84&sys_num=0,MARICOPA,BUCKEYE,AZ,84,Ground water
40314,TX2030010,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=TX2030010&state=TX&source=Ground%20water&population=183&sys_num=0,SAN AUGUSTINE,NOT REPORTED,TX,183,Ground water
25216,GA2810041,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=GA2810041&state=GA&source=Ground%20water&population=41&sys_num=0,TOWNS,NOT REPORTED,GA,41,Ground water
17363,WI7720108,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=WI7720108&state=WI&source=Ground%20water&population=20000&sys_num=0,WOOD,WISCONSIN RAPIDS,WI,20000,Ground water
29937,VA2171250,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=VA2171250&state=VA&source=Groundwater%20under%20influence%20of%20surface%20water&population=2450&sys_num=0,SHENANDOAH,NOT REPORTED,VA,2450,Groundwater under influence of surface water
17275,WI7720134,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=WI7720134&state=WI&source=Ground%20water&population=641&sys_num=0,WOOD,VESPER,WI,641,Ground water
31672,PA3480039,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=PA3480039&state=PA&source=Ground%20water&population=78&sys_num=0,NORTHAMPTON,NOT REPORTED,PA,78,Ground water
45600,MA1325000,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MA1325000&state=MA&source=Surface%20water%20purchased&population=28391&sys_num=0,HAMPDEN,WEST SPRINGFIELD,MA,28391,Surface water purchased
10106,OK2002305,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=OK2002305&state=OK&source=Ground%20water&population=496&sys_num=0,ELLIS,NOT REPORTED,OK,496,Ground water
45842,NH1403030,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NH1403030&state=NH&source=Ground%20water&population=370&sys_num=0,MERRIMACK,LOUDON,NH,370,Ground water
15041,AR0000589,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=AR0000589&state=AR&source=Surface%20water%20purchased&population=916&sys_num=0,WHITE,NOT REPORTED,AR,916,Surface water purchased
47143,DE0002618,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=DE0002618&state=DE&source=Ground%20water&population=341&sys_num=0,SUSSEX,SLAUGHTER BEACH,DE,341,Ground water
41647,TX1810143,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=TX1810143&state=TX&source=Ground%20water&population=68&sys_num=0,ORANGE,NOT REPORTED,TX,68,Ground water
28257,NC1045034,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NC1045034&state=NC&source=Ground%20water&population=45&sys_num=0,HENDERSON,NOT REPORTED,NC,45,Ground water
15690,LA1077012,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=LA1077012&state=LA&source=Ground%20water&population=320&sys_num=0,POINTE COUPEE PARISH,NOT REPORTED,LA,320,Ground water
44943,RI1615610,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=RI1615610&state=RI&source=Surface%20water%20purchased&population=48688&sys_num=0,PROVIDENCE,EAST PROVIDENCE,RI,48688,Surface water purchased
20127,OH2001003,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=OH2001003&state=OH&source=Surface%20water%20purchased&population=483&sys_num=0,DEFIANCE,NOT REPORTED,OH,483,Surface water purchased
10526,OK2000701,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=OK2000701&state=OK&source=Ground%20water&population=165&sys_num=0,BRYAN,NOT REPORTED,OK,165,Ground water
6869,CO0133150,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=CO0133150&state=CO&source=Ground%20water&population=440&sys_num=0,LAKE,NOT REPORTED,CO,440,Ground water
6140,WY5601615,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=WY5601615&state=WY&source=Ground%20water&population=38&sys_num=0,CAMPBELL,GILLETTE,WY,38,Ground water
21882,TN0000590,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=TN0000590&state=TN&source=Surface%20water&population=11054&sys_num=0,ROANE,ROCKWOOD,TN,11054,Surface water
18021,IL1610300,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IL1610300&state=IL&source=Surface%20water%20purchased&population=1800&sys_num=0,ROCK ISLAND,HAMPTON,IL,1800,Surface water purchased
3632,AZ0404008,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=AZ0404008&state=AZ&source=Ground%20water&population=7457&sys_num=0,GILA,GLOBE,AZ,7457,Ground water
30667,PA6170048,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=PA6170048&state=PA&source=Ground%20water&population=4155&sys_num=0,CLEARFIELD,NOT REPORTED,PA,4155,Ground water
20522,OH7200512,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=OH7200512&state=OH&source=Ground%20water&population=446&sys_num=0,SANDUSKY,NOT REPORTED,OH,446,Ground water
34756,NY3800147,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY3800147&state=NY&source=Ground%20water&population=890&sys_num=0,OTSEGO,EDMESTON (T),NY,890,Ground water
20313,OH6701412,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=OH6701412&state=OH&source=Ground%20water&population=2958&sys_num=0,PORTAGE,NOT REPORTED,OH,2958,Ground water
5483,MT0004708,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MT0004708&state=MT&source=Surface%20water%20purchased&population=400&sys_num=0,VALLEY,GLASGOW,MT,400,Surface water purchased
12118,IA5502015,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IA5502015&state=IA&source=Ground%20water&population=5560&sys_num=0,KOSSUTH,ALGONA,IA,5560,Ground water
5673,MT0000269,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MT0000269&state=MT&source=Ground%20water&population=150&sys_num=0,RICHLAND,LAMBERT,MT,150,Ground water
3886,AZ0412321,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=AZ0412321&state=AZ&source=Ground%20water&population=28&sys_num=0,SANTA CRUZ,PATAGONIA,AZ,28,Ground water
25949,GA1230060,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=GA1230060&state=GA&source=Ground%20water&population=216&sys_num=0,GILMER,NOT REPORTED,GA,216,Ground water
16528,WI2680247,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=WI2680247&state=WI&source=Ground%20water&population=90&sys_num=0,WAUKESHA,HARTLAND,WI,90,Ground water
1623,WA5373550,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=WA5373550&state=WA&source=Ground%20water&population=481&sys_num=0,SPOKANE,NOT REPORTED,WA,481,Ground water
19972,OH0401812,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=OH0401812&state=OH&source=Surface%20water%20purchased&population=3800&sys_num=0,ASHTABULA,NOT REPORTED,OH,3800,Surface water purchased
41653,TX1830005,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=TX1830005&state=TX&source=Ground%20water&population=72&sys_num=0,PANOLA,NOT REPORTED,TX,72,Ground water
33824,NY2603521,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY2603521&state=NY&source=Ground%20water&population=2199&sys_num=0,MADISON,MORRISVILLE (V),NY,2199,Ground water
1130,WA5351845,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=WA5351845&state=WA&source=Ground%20water&population=74&sys_num=0,SPOKANE,NOT REPORTED,WA,74,Ground water
7922,ND2500415,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=ND2500415&state=ND&source=Ground%20water%20purchased&population=241&sys_num=0,MCHENRY,GRANVILLE,ND,241,Ground water purchased
14208,MO3024467,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MO3024467&state=MO&source=Ground%20water&population=1768&sys_num=0,PHELPS,ROLLA,MO,1768,Ground water
29705,VA5025550,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=VA5025550&state=VA&source=Ground%20water&population=58&sys_num=0,BRUNSWICK,NOT REPORTED,VA,58,Ground water
32015,PA6610010,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=PA6610010&state=PA&source=Surface%20water&population=1161&sys_num=0,VENANGO,NOT REPORTED,PA,1161,Surface water
38109,PR0458294,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=PR0458294&state=PR&source=Surface%20water&population=80&sys_num=0,PONCE MUNICIPIO,PONCE,PR,80,Surface water
17131,WI1281099,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=WI1281099&state=WI&source=Ground%20water&population=48&sys_num=0,JEFFERSON,IXONIA,WI,48,Ground water
4848,ID1280084,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=ID1280084&state=ID&source=Ground%20water&population=1200&sys_num=0,KOOTENAI,NOT REPORTED,ID,1200,Ground water
864,WA5335880,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=WA5335880&state=WA&source=Ground%20water&population=80&sys_num=0,KITSAP,NOT REPORTED,WA,80,Ground water
33726,NY5430066,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY5430066&state=NY&source=Ground%20water&population=56&sys_num=0,TOMPKINS,ENFIELD (T),NY,56,Ground water
21688,TN0000267,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=TN0000267&state=TN&source=Ground%20water&population=1197&sys_num=0,HARDEMAN,GRAND JUNCTION,TN,1197,Ground water
18040,IL1250200,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IL1250200&state=IL&source=Ground%20water&population=3301&sys_num=0,MASON,HAVANA,IL,3301,Ground water
20823,OH7400812,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=OH7400812&state=OH&source=Ground%20water&population=550&sys_num=0,SENECA,NOT REPORTED,OH,550,Ground water
37005,MI0004510,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MI0004510&state=MI&source=Surface%20water&population=18405&sys_num=0,MACOMB,MOUNT CLEMENS,MI,18405,Surface water
18475,IL1490500,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IL1490500&state=IL&source=Ground%20water&population=340&sys_num=0,PIKE,NEBO,IL,340,Ground water
41077,TX1750032,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=TX1750032&state=TX&source=Surface%20water%20purchased&population=230&sys_num=0,NAVARRO,NOT REPORTED,TX,230,Surface water purchased
16546,WI1130248,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=WI1130248&state=WI&source=Ground%20water&population=80&sys_num=0,DANE,OREGON,WI,80,Ground water
16287,LA1045002,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=LA1045002&state=LA&source=Ground%20water&population=7881&sys_num=0,IBERIA PARISH,NOT REPORTED,LA,7881,Ground water
32311,PA2580040,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=PA2580040&state=PA&source=Ground%20water&population=90&sys_num=0,SUSQUEHANNA,NOT REPORTED,PA,90,Ground water
7175,CO0145780,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=CO0145780&state=CO&source=Ground%20water&population=125&sys_num=0,OTERO,NOT REPORTED,CO,125,Ground water
14399,MO6021633,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MO6021633&state=MO&source=Ground%20water&population=580&sys_num=0,WARREN,NOT REPORTED,MO,580,Ground water
10758,OK3006632,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=OK3006632&state=OK&source=Surface%20water%20purchased&population=67&sys_num=0,ROGERS,NOT REPORTED,OK,67,Surface water purchased
19135,IN5204001,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IN5204001&state=IN&source=Ground%20water&population=239&sys_num=0,BENTON,AMBIA,IN,239,Ground water
5183,ID1090129,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=ID1090129&state=ID&source=Surface%20water&population=135&sys_num=0,BONNER,NOT REPORTED,ID,135,Surface water
36799,MI0003620,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MI0003620&state=MI&source=Surface%20water%20purchased&population=30000&sys_num=0,KENT,KENTWOOD,MI,30000,Surface water purchased
29707,VA3175530,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=VA3175530&state=VA&source=Ground%20water&population=70&sys_num=0,SOUTHAMPTON,NOT REPORTED,VA,70,Ground water
32906,NY5417686,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY5417686&state=NY&source=Surface%20water&population=31581&sys_num=0,TOMPKINS,ITHACA (C),NY,31581,Surface water
643,WA5325949,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=WA5325949&state=WA&source=Ground%20water&population=65&sys_num=0,CLALLAM,NOT REPORTED,WA,65,Ground water
13088,IA6762043,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=IA6762043&state=IA&source=Ground%20water&population=379&sys_num=0,MONONA,UTE,IA,379,Ground water
10426,OK2000811,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=OK2000811&state=OK&source=Ground%20water&population=336&sys_num=0,CADDO,NOT REPORTED,OK,336,Ground water
8043,ND2800825,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=ND2800825&state=ND&source=Surface%20water&population=205&sys_num=0,MCLEAN,RIVERDALE,ND,205,Surface water
28358,NC0471113,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NC0471113&state=NC&source=Ground%20water&population=120&sys_num=0,PENDER,WILLARD,NC,120,Ground water
24552,FL6094970,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=FL6094970&state=FL&source=Ground%20water&population=70&sys_num=0,CITRUS,INVERNESS,FL,70,Ground water
27663,NC0241105,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NC0241105&state=NC&source=Ground%20water&population=104&sys_num=0,GUILFORD,GREENSBORO,NC,104,Ground water
47378,MD0080023,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=MD0080023&state=MD&source=Ground%20water%20purchased&population=110&sys_num=0,CHARLES,NOT REPORTED,MD,110,Ground water purchased
21891,TN0000607,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=TN0000607&state=TN&source=Ground%20water%20purchased&population=744&sys_num=0,OBION,NOT REPORTED,TN,744,Ground water purchased
32981,NY2500794,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=NY2500794&state=NY&source=Ground%20water&population=60&sys_num=0,LIVINGSTON,LIVONIA (T),NY,60,Ground water
19942,OH2803612,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=OH2803612&state=OH&source=Ground%20water&population=290&sys_num=0,GEAUGA,NOT REPORTED,OH,290,Ground water
6607,CO0110010,//oaspub.epa.gov/enviro/sdw_report_v3.first_table?pws_id=CO0110010&state=CO&source=Surface%20water&population=500&sys_num=0,CLEAR CREEK,NOT REPORTED,CO,500,Surface water
