wid,state,county,population,watertype,health,reporting,length,analytics,lead,e_coli,coliform,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,unknown/old
AZ0411024,AZ,PINAL,834,Ground water,18,57,113.4761905,0.020777778,12,0,3,3,4,12,13,11,10,4,6,5,3,0,4
AZ0411030,AZ,PINAL,9700,Ground water,1,37,186.1428571,10.5,3,0,8,6,4,5,0,2,3,6,5,3,2,0,2
AZ0411031,AZ,PINAL,2070,Ground water,0,18,158.75,0,2,0,9,4,3,2,1,1,1,1,0,0,4,0,1
AZ0411035,AZ,PINAL,25,Ground water,0,28,83.45454545,0,4,2,7,2,0,0,0,2,3,2,7,7,2,0,3
AZ0411036,AZ,PINAL,1200,Ground water,0,13,67.81818182,0,2,0,4,2,0,0,0,1,2,2,4,1,1,0,0
AZ0411037,AZ,PINAL,470,Ground water,1,214,843.2809524,0,4,1,19,6,76,4,10,53,10,5,1,6,1,0,43
AZ0411038,AZ,PINAL,321,Ground water,14,22,97.31428571,14.12307692,1,0,17,6,5,5,4,8,2,1,2,1,2,0,0
AZ0411039,AZ,PINAL,13657,Surface water purchased,1,62,890.3442623,0,1,1,4,1,12,1,0,38,5,0,4,0,1,0,1
AZ0411042,AZ,PINAL,400,Ground water,5,73,86.68,3.2088,3,0,27,1,5,10,4,2,5,7,18,18,6,0,2
AZ0411043,AZ,PINAL,3685,Ground water,3,10,125.6153846,19.5,0,0,6,7,0,3,2,0,0,1,0,0,0,0,0
AZ0411044,AZ,PINAL,1000,Ground water,0,68,1954.306452,0,6,0,1,3,2,4,3,4,3,3,3,2,1,0,40
AZ0411052,AZ,PINAL,699,Ground water,12,17,79.18518519,0.018,2,0,5,4,1,3,7,8,3,1,1,0,0,0,1
AZ0411061,AZ,PINAL,220,Ground water purchased,0,31,115.5517241,0,2,0,6,1,8,5,3,4,1,2,4,3,0,0,0
AZ0411062,AZ,PINAL,180,Ground water,0,50,123,0,1,0,14,6,7,5,5,9,4,4,4,4,2,0,0
AZ0411066,AZ,PINAL,4732,Ground water,0,143,1011.239437,0,1,0,8,6,5,12,1,3,31,2,0,0,1,0,82
AZ0411076,AZ,PINAL,1656,Ground water,0,6,65.4,0,1,0,2,0,1,2,0,1,0,0,0,2,0,0,0
AZ0411079,AZ,PINAL,99,Ground water purchased,1,67,86.58461538,0,3,0,31,3,10,7,8,11,10,7,4,6,2,0,0
AZ0411087,AZ,PINAL,420,Ground water,31,51,92.14814815,6.460903226,1,0,20,5,10,13,11,13,9,9,5,4,2,0,1
AZ0411090,AZ,PINAL,40,Ground water,0,5,29.66666667,0,2,0,3,0,0,0,0,1,0,0,1,1,0,0,2
AZ0411097,AZ,PINAL,500,Ground water,42,54,101.2,15.56221951,1,0,19,12,19,25,10,6,7,5,5,4,3,0,0
AZ0411100,AZ,PINAL,1600,Ground water,35,111,97.27142857,8.205342857,5,1,29,10,9,15,16,19,13,21,15,14,9,0,5
AZ0411107,AZ,PINAL,176,Ground water purchased,3,8,76.45454545,13.5,0,0,7,1,7,3,0,0,0,0,0,0,0,0,0
AZ0411111,AZ,PINAL,600,Ground water,7,38,134.5681818,13,0,1,13,2,5,4,9,3,5,7,4,4,2,0,0
AZ0411115,AZ,PINAL,8852,Ground water,1,54,136.8627451,0.011,2,2,15,4,6,0,6,4,19,5,4,4,2,0,1
AZ0411117,AZ,PINAL,16445,Ground water,0,124,1038.185484,0,0,0,1,2,17,0,42,1,3,27,22,0,0,0,10
AZ0411128,AZ,PINAL,62158,Ground water,2,145,1376.468966,16,1,1,9,78,6,2,2,0,0,4,0,0,2,0,53
AZ0411130,AZ,PINAL,1958,Ground water,1,16,113.9230769,0,4,0,4,4,4,0,2,4,0,0,0,0,1,0,2
AZ0411131,AZ,PINAL,46103,Ground water,2,3,53.8,0,0,0,3,1,0,0,0,0,1,0,0,2,1,0,0
AZ0411135,AZ,PINAL,2000,Ground water,0,17,109.375,0,1,0,4,2,2,3,0,1,0,4,2,1,2,0,0
AZ0411136,AZ,PINAL,7028,Ground water,0,11,161.3333333,0,2,0,3,0,1,5,0,1,2,0,0,2,0,0,0
AZ0411151,AZ,PINAL,37,Ground water purchased,0,1,29,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
AZ0411160,AZ,PINAL,1500,Ground water,0,11,101.6363636,0,0,0,7,0,0,1,1,0,3,3,1,1,1,0,0
AZ0411201,AZ,PINAL,27,Ground water,0,59,181.6101695,0,0,0,15,30,2,2,0,1,3,0,7,7,7,0,0
AZ0411301,AZ,PINAL,98,Ground water,4,26,56.68965517,11,1,0,16,4,7,0,2,6,3,1,1,3,2,0,1
AZ0411315,AZ,PINAL,70,Ground water,0,24,82.17391304,0,1,0,3,0,0,2,3,1,0,2,1,0,15,0,0
AZ0411321,AZ,PINAL,359,Ground water,17,51,96.69354839,11.70588235,3,3,16,3,3,2,2,6,10,6,14,11,9,0,2
AZ0411322,AZ,PINAL,120,Ground water,0,85,1445.26506,0,2,0,22,11,8,9,5,8,5,1,1,0,1,0,36
AZ0411324,AZ,PINAL,176,Ground water,0,8,46.57142857,0,1,0,5,0,1,4,2,0,0,0,0,0,0,0,1
AZ0411328,AZ,PINAL,909,Ground water,8,59,97.11290323,11.42857143,5,0,29,6,9,6,7,12,6,4,3,5,5,0,4
AZ0411334,AZ,PINAL,188,Ground water,0,40,288.3157895,0,2,0,7,4,4,6,4,4,2,3,0,5,1,0,7
AZ0411365,AZ,PINAL,148,Ground water,3,38,138.75,12,5,0,12,2,2,7,5,7,5,7,1,2,0,0,3
AZ0411381,AZ,PINAL,36,Ground water,0,53,63.43137255,0,1,1,27,4,3,7,8,9,4,6,8,2,2,0,0
AZ0411407,AZ,PINAL,348,Ground water,0,13,113.1666667,0,1,0,9,3,5,3,1,1,0,0,0,0,0,0,0
AZ0411409,AZ,PINAL,348,Ground water,0,7,90.2,0,2,0,0,0,0,0,0,0,0,0,3,1,3,0,0
AZ0411556,AZ,PINAL,375,Ground water,3,31,87.71875,0,0,2,15,3,5,7,2,3,2,0,6,6,0,0,0
AZ0411557,AZ,PINAL,129,Ground water,26,50,120.3239437,0.013692308,5,0,10,5,7,11,7,9,9,9,6,6,3,0,4
AZ0411705,AZ,PINAL,5100,Ground water,0,163,537.2292994,0,5,1,17,28,30,36,4,6,6,3,3,2,0,0,45
AZ0411708,AZ,PINAL,300,Ground water,0,25,122.2857143,0,4,0,7,1,2,1,1,1,7,5,2,4,1,0,0
AZ0411712,AZ,PINAL,60,Ground water,113,181,173.3689655,25.98855856,2,2,14,1,28,13,21,58,68,31,34,24,10,0,6
AZ0412001,AZ,SANTA CRUZ,1485,Ground water,25,12,100.2432432,0.02448,0,0,3,0,4,15,13,5,0,0,0,0,0,0,0
AZ0412004,AZ,SANTA CRUZ,22000,Ground water,18,378,826.0786802,0.015875,1,1,27,164,25,24,124,5,5,2,2,9,11,0,25
AZ0412005,AZ,SANTA CRUZ,86,Ground water,3,19,109,36,2,0,3,0,0,3,1,3,0,3,10,0,0,0,2
AZ0412006,AZ,SANTA CRUZ,850,Ground water,0,22,152.5238095,0,1,0,10,8,2,3,1,1,3,1,2,1,0,0,0
AZ0412009,AZ,SANTA CRUZ,1950,Ground water,3,60,109.2459016,0.007,2,0,4,5,9,2,22,22,1,0,0,0,1,0,1
AZ0412011,AZ,SANTA CRUZ,20000,Ground water,1,240,597.6150628,0,1,1,5,30,65,28,2,2,42,1,6,7,2,0,56
AZ0412020,AZ,SANTA CRUZ,40,Ground water,0,18,59.94117647,0,1,0,13,1,3,3,2,3,0,0,3,2,0,0,1
AZ0412037,AZ,SANTA CRUZ,825,Ground water,1,16,140.5882353,0.014,0,0,4,3,1,5,0,2,1,2,3,0,0,0,0
AZ0412040,AZ,SANTA CRUZ,56,Ground water,7,9,63.875,0.012285714,0,0,7,0,0,0,0,0,4,7,2,2,1,0,0
AZ0412044,AZ,SANTA CRUZ,100,Ground water,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0
AZ0412305,AZ,SANTA CRUZ,153,Ground water,1,16,52.125,0,1,0,10,0,1,7,1,1,0,0,0,5,2,0,0
AZ0412306,AZ,SANTA CRUZ,145,Ground water,0,17,29.3,0,7,0,10,1,5,1,4,0,0,2,0,0,1,1,2
AZ0412308,AZ,SANTA CRUZ,56,Ground water,2,16,461.1176471,0,1,0,9,0,0,8,1,1,0,2,0,0,0,0,6
AZ0412311,AZ,SANTA CRUZ,430,Ground water,0,55,240.54,0,5,0,7,3,5,0,1,3,23,5,6,3,4,0,2
AZ0412321,AZ,SANTA CRUZ,28,Ground water,2,29,317.5384615,0,4,1,20,7,7,2,2,1,1,0,1,4,1,0,5
AZ0413001,AZ,YAVAPAI,1437,Ground water,1,19,193.75,0.013,0,0,2,3,4,1,1,3,4,1,2,0,1,0,0
AZ0413008,AZ,YAVAPAI,2150,Ground water,1,32,157.0967742,0.011,1,1,8,4,6,2,1,5,2,3,1,3,6,0,0
AZ0413010,AZ,YAVAPAI,823,Ground water,0,20,240.3333333,0,5,0,5,4,2,5,2,3,0,0,1,0,0,0,3
AZ0413011,AZ,YAVAPAI,2600,Ground water,0,12,539,0,0,0,0,4,2,0,0,0,3,0,1,0,1,0,1
AZ0413012,AZ,YAVAPAI,7072,Ground water,78,150,142.5822222,0.028985915,1,2,14,23,11,28,25,24,16,68,23,1,4,0,5
AZ0413015,AZ,YAVAPAI,4003,Ground water,1,14,139.3846154,0,2,0,3,4,3,1,1,2,1,0,0,2,1,0,0
AZ0413016,AZ,YAVAPAI,106,Ground water,7,23,107.2592593,0,1,2,15,7,9,1,3,1,0,6,1,1,1,0,0
AZ0413017,AZ,YAVAPAI,2000,Ground water purchased,0,28,162.5185185,0,1,0,4,3,6,4,2,2,2,5,1,2,1,0,0
AZ0413020,AZ,YAVAPAI,800,Ground water,2,27,85.11111111,0,10,1,6,3,4,0,1,2,0,6,4,2,3,0,4
AZ0413021,AZ,YAVAPAI,1850,Ground water,0,16,198.625,0,0,0,3,4,5,0,0,0,1,1,3,1,1,0,0
AZ0413023,AZ,YAVAPAI,2417,Ground water,1,33,159.5172414,0,5,0,3,6,7,3,0,5,6,1,1,1,0,0,4
AZ0413024,AZ,YAVAPAI,4097,Ground water,0,42,250.2619048,0,0,0,2,2,4,2,2,2,25,0,1,2,2,0,0
AZ0413025,AZ,YAVAPAI,11265,Ground water,33,33,179.2615385,0.019625,1,0,7,7,6,2,24,20,1,1,1,1,0,0,3
AZ0413026,AZ,YAVAPAI,124,Ground water,4,12,455.8,33.5,1,0,0,0,0,0,0,1,0,4,5,1,0,0,5
AZ0413027,AZ,YAVAPAI,203,Ground water,3,51,53.96078431,0.0195,3,0,35,3,5,4,9,8,6,9,1,2,6,0,1
AZ0413028,AZ,YAVAPAI,42,Ground water,4,8,29.44444444,0,3,0,9,5,0,1,1,0,0,0,2,1,0,0,2
AZ0413029,AZ,YAVAPAI,121,Ground water,0,12,355.8181818,0,1,0,3,3,2,2,2,2,0,0,0,1,0,0,0
AZ0413030,AZ,YAVAPAI,50,Ground water,0,4,30,0,2,0,2,0,0,0,0,1,1,1,0,0,1,0,0
AZ0413034,AZ,YAVAPAI,450,Ground water purchased,0,17,142.8666667,0,2,0,5,5,4,0,0,2,2,0,0,2,1,0,1
AZ0413035,AZ,YAVAPAI,150,Ground water purchased,0,5,78.2,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0
AZ0413036,AZ,YAVAPAI,30,Ground water,0,2,90.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
AZ0413037,AZ,YAVAPAI,400,Ground water,0,26,191.8571429,0,5,0,7,7,7,4,0,1,2,1,1,0,0,0,3
AZ0413038,AZ,YAVAPAI,125,Ground water,41,96,96.12878788,0.029105263,3,2,28,2,9,11,12,9,21,24,16,16,16,0,1
AZ0413039,AZ,YAVAPAI,2050,Ground water,6,41,141.4565217,0.0145,1,0,2,5,10,20,5,0,2,0,0,2,2,0,1
AZ0413040,AZ,YAVAPAI,562,Ground water,0,5,656.4,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0
AZ0413041,AZ,YAVAPAI,1500,Ground water,2,29,91.5,0.0115,3,0,13,5,4,4,1,0,3,4,4,0,4,0,2
AZ0413042,AZ,YAVAPAI,795,Ground water,1,43,106.2777778,0.011,7,1,13,13,12,6,2,3,0,0,0,1,3,0,4
AZ0413043,AZ,YAVAPAI,54,Ground water,0,2,60,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
AZ0413044,AZ,YAVAPAI,600,Ground water,0,2,364,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
AZ0413045,AZ,YAVAPAI,43217,Ground water,0,277,786.9927798,0,0,0,3,126,12,4,22,25,1,41,21,0,0,0,25
AZ0413046,AZ,YAVAPAI,3304,Ground water,0,67,347.641791,0,0,0,0,21,43,0,1,2,0,0,0,0,0,0,0
AZ0413048,AZ,YAVAPAI,35020,Ground water,0,65,442.1875,0,1,0,5,44,0,1,0,0,2,3,1,0,2,0,12
AZ0413049,AZ,YAVAPAI,64,Ground water,0,3,272.3333333,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
AZ0413051,AZ,YAVAPAI,2437,Ground water,0,47,157.7021277,0,0,0,2,6,1,10,9,5,2,1,5,2,6,0,0
AZ0413052,AZ,YAVAPAI,700,Ground water,10,9,90.13333333,1.1159,4,0,0,0,0,2,0,0,0,3,5,5,2,0,2
AZ0413055,AZ,YAVAPAI,125,Ground water,10,12,108.6,0.0178,2,0,3,3,1,4,3,4,3,0,0,3,0,0,1
AZ0413056,AZ,YAVAPAI,200,Ground water,0,3,197,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0
AZ0413058,AZ,YAVAPAI,100,Ground water purchased,2,25,72.45833333,0,3,0,7,1,5,3,0,3,2,7,3,2,1,0,0
AZ0413059,AZ,YAVAPAI,800,Ground water,1,48,92.91666667,0.012,1,0,7,3,3,5,8,3,6,8,5,4,3,0,1
AZ0413060,AZ,YAVAPAI,704,Ground water,12,25,86.63636364,0.026166667,4,0,2,4,5,11,9,1,0,1,1,2,0,0,3
AZ0413062,AZ,YAVAPAI,1070,Ground water,1,14,160.5384615,0,2,0,3,2,0,0,2,4,2,2,0,0,1,0,2
AZ0413063,AZ,YAVAPAI,5762,Ground water,0,10,41.6,0,0,0,8,0,0,2,2,1,2,1,0,0,2,0,0
AZ0413071,AZ,YAVAPAI,429,Ground water,37,37,96.85915493,0.033486486,3,0,6,5,10,15,13,9,6,10,0,3,0,0,3
AZ0413072,AZ,YAVAPAI,125,Ground water,2,23,94.34782609,0,2,0,12,11,5,2,1,0,2,1,0,2,0,0,1
AZ0413074,AZ,YAVAPAI,62,Ground water,2,7,29.625,0,1,0,8,4,0,1,0,1,0,0,0,0,3,0,0
AZ0413075,AZ,YAVAPAI,182,Ground water,4,16,66,0.017333333,0,0,8,1,5,7,0,2,0,1,3,0,1,0,0
AZ0413077,AZ,YAVAPAI,200,Ground water,0,8,486.1428571,0,1,0,1,2,0,2,0,1,1,0,0,1,0,0,1
AZ0413078,AZ,YAVAPAI,500,Ground water,2,40,67.97368421,0,3,1,14,3,6,3,0,1,4,13,6,3,1,0,2
AZ0413079,AZ,YAVAPAI,2350,Ground water,0,23,153.8181818,0,1,0,4,7,7,1,0,1,2,1,1,1,1,0,1
AZ0413096,AZ,YAVAPAI,118,Ground water,2,8,52.5,0,2,0,5,0,1,1,1,0,0,4,1,1,0,0,1
AZ0413103,AZ,YAVAPAI,400,Ground water,25,16,86.35897436,0.02434,2,0,7,2,2,4,5,5,2,5,4,6,5,0,1
AZ0413104,AZ,YAVAPAI,3164,Ground water,40,38,95.21333333,0.021275,3,0,3,3,8,27,27,7,0,1,1,1,0,0,3
AZ0413106,AZ,YAVAPAI,3868,Ground water,28,39,97.11111111,0.019821429,4,0,2,4,7,21,23,5,0,1,2,1,0,0,3
AZ0413108,AZ,YAVAPAI,700,Ground water,6,24,79.42857143,0.012666667,2,0,5,4,4,7,2,2,2,1,3,0,3,0,2
AZ0413109,AZ,YAVAPAI,36,Ground water,2,11,156.4545455,0,2,0,6,3,4,3,0,0,0,2,1,0,0,0,0
AZ0413113,AZ,YAVAPAI,42,Ground water,1,8,124.75,0.11,1,0,0,2,1,4,2,0,0,0,0,0,0,0,0
AZ0413114,AZ,YAVAPAI,1411,Ground water,0,5,90.25,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,1
AZ0413119,AZ,YAVAPAI,31,Ground water,3,6,66.88888889,0,0,0,8,1,2,6,0,0,0,0,0,0,0,0,0
AZ0413121,AZ,YAVAPAI,450,Ground water,8,20,106.6153846,0.0355,2,0,2,5,4,2,2,9,3,2,0,0,0,0,1
AZ0413122,AZ,YAVAPAI,66,Ground water,2,21,61.52380952,0,2,0,10,3,3,6,4,2,0,0,2,0,2,0,1
AZ0413127,AZ,YAVAPAI,275,Ground water,0,10,99.7,0,0,0,3,2,0,4,0,0,1,1,0,2,0,0,0
AZ0413130,AZ,YAVAPAI,800,Ground water,1,37,80.13888889,0,2,0,6,3,4,3,4,3,2,6,6,3,3,0,1
AZ0413137,AZ,YAVAPAI,1950,Ground water,0,21,149.75,0,1,0,3,3,4,0,1,2,3,3,2,2,1,0,0
AZ0413141,AZ,YAVAPAI,458,Ground water,0,6,125.6666667,0,0,0,1,0,1,1,0,0,2,0,1,0,1,0,0
AZ0413148,AZ,YAVAPAI,500,Ground water,0,15,70.78571429,0,1,0,9,2,1,1,4,1,0,0,1,1,4,0,0
AZ0413150,AZ,YAVAPAI,278,Ground water,2,21,120.9,0,3,0,8,4,7,3,0,1,1,1,1,4,0,0,1
AZ0413155,AZ,YAVAPAI,1200,Ground water,0,33,122.6451613,0,2,0,15,11,4,3,5,3,1,2,0,3,0,0,1
AZ0413164,AZ,YAVAPAI,2280,Ground water,1,18,83.61111111,0.019,1,0,2,2,3,1,6,2,1,1,2,1,0,0,0
AZ0413184,AZ,YAVAPAI,800,Ground water,0,4,90.5,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,1
AZ0413190,AZ,YAVAPAI,60,Ground water,1,16,61.58823529,0,0,0,8,1,1,0,0,0,0,1,4,3,7,0,0
AZ0413192,AZ,YAVAPAI,199,Ground water,0,22,80.0952381,0,1,0,8,3,2,1,2,2,0,5,3,2,1,0,1
AZ0413193,AZ,YAVAPAI,90,Ground water,0,24,239.6363636,0,2,0,12,0,2,0,0,2,7,2,2,8,0,0,1
AZ0413202,AZ,YAVAPAI,86,Ground water,0,15,81.57142857,0,1,0,2,0,0,0,2,3,0,5,3,2,0,0,0
AZ0413208,AZ,YAVAPAI,500,Ground water,6,13,80.73684211,0.013,0,0,3,0,4,4,2,2,4,1,1,1,0,0,0
AZ0413221,AZ,YAVAPAI,292,Ground water,1,8,180.6666667,12,6,0,0,1,1,0,2,1,1,0,0,0,1,0,2
AZ0413247,AZ,YAVAPAI,286,Ground water,0,6,60,0,2,0,2,0,0,1,0,1,1,0,0,0,1,0,2
AZ0413258,AZ,YAVAPAI,140,Ground water,0,77,768.972973,0,3,0,4,11,10,3,1,1,0,3,0,0,0,0,48
AZ0413263,AZ,YAVAPAI,234,Ground water,1,38,316.2105263,0,1,0,3,5,5,4,2,0,5,4,5,4,0,0,5
AZ0413264,AZ,YAVAPAI,34,Ground water,1,4,30,0,1,0,4,0,4,0,0,0,0,0,0,0,1,0,0
AZ0413267,AZ,YAVAPAI,50,Ground water,0,14,145.9166667,0,2,0,10,0,3,3,0,1,3,1,1,0,2,0,0
AZ0413268,AZ,YAVAPAI,126,Ground water,0,13,199.25,0,1,0,1,0,4,1,0,2,2,1,1,2,0,0,0
AZ0413281,AZ,YAVAPAI,130,Ground water,1,7,52.375,0,0,0,5,0,0,0,3,0,1,3,0,0,1,0,0
AZ0413303,AZ,YAVAPAI,314,Ground water,0,32,110.3448276,0,3,0,4,7,3,3,1,1,4,4,4,4,0,0,1
AZ0413307,AZ,YAVAPAI,333,Ground water,2,31,152.3125,0.0145,1,0,8,3,5,10,6,4,2,1,1,0,0,0,1
AZ0413314,AZ,YAVAPAI,4930,Ground water,1,13,557.6428571,0,0,0,5,3,1,2,0,0,1,0,0,1,1,0,5
AZ0413317,AZ,YAVAPAI,75,Ground water,0,5,188,0,0,0,1,2,1,1,0,0,0,1,0,0,0,0,0
AZ0413330,AZ,YAVAPAI,80,Ground water,1,4,66.2,0,0,0,2,0,0,2,0,0,2,0,1,0,0,0,0
AZ0413338,AZ,YAVAPAI,60,Ground water,0,8,1018.875,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,4
AZ0413340,AZ,YAVAPAI,150,Ground water,0,18,151.2142857,0,3,1,4,0,5,0,3,3,0,2,0,2,1,0,2
AZ0413341,AZ,YAVAPAI,115,Ground water,3,39,197.8235294,0,5,3,30,0,11,3,4,7,2,2,3,4,1,0,5
AZ0413348,AZ,YAVAPAI,190,Ground water,24,67,60.26744186,0.039666667,4,1,47,10,10,9,8,14,10,3,8,9,9,0,1
AZ0413351,AZ,YAVAPAI,100,Ground water,14,30,120.8181818,0.012083333,0,0,5,5,7,8,6,7,6,1,3,0,1,0,0
AZ0413373,AZ,YAVAPAI,250,Ground water,1,3,30,0,3,0,1,0,1,0,1,0,0,1,0,0,0,0,1
AZ0413378,AZ,YAVAPAI,150,Ground water,1,26,44,0,3,1,22,3,2,1,1,0,1,1,4,4,9,0,1
AZ0413408,AZ,YAVAPAI,120,Ground water,0,60,153.8275862,0,2,0,4,6,6,6,6,4,6,7,8,6,4,0,1
AZ0413412,AZ,YAVAPAI,46,Ground water,0,37,88.75675676,0,0,0,1,0,0,0,0,0,0,0,5,22,10,0,0
AZ0413415,AZ,YAVAPAI,25,Ground water,5,7,29.5,0,2,2,8,0,0,1,0,0,1,0,2,7,0,0,1
AZ0413419,AZ,YAVAPAI,160,Ground water,16,2,83.66666667,0.011866667,0,0,2,2,0,0,0,0,2,4,4,5,1,0,0
AZ0413423,AZ,YAVAPAI,54,Ground water,1,1,29.5,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0
AZ0413425,AZ,YAVAPAI,213,Ground water,6,5,98.54545455,0.038,0,0,3,1,1,1,0,0,0,1,0,5,2,0,0
AZ0413513,AZ,YAVAPAI,800,Ground water,3,44,83.57777778,0.014,2,0,5,4,4,2,5,3,5,7,8,6,3,0,0
AZ0414001,AZ,YUMA,163,Surface water,0,30,159.9285714,0,2,0,13,4,6,5,1,3,2,3,4,1,0,0,1
AZ0414003,AZ,YUMA,319,Ground water,17,23,67,0.6219375,0,1,15,1,2,1,4,7,7,8,4,4,2,0,0
AZ0414004,AZ,YUMA,32425,Surface water,2,106,792.2149533,0.124,1,0,2,0,4,0,2,5,4,4,2,11,0,0,76
AZ0414005,AZ,YUMA,27800,Ground water,4,170,988.2108434,0,6,2,15,130,4,5,3,3,2,0,0,1,3,0,23
AZ0414009,AZ,YUMA,300,Ground water,0,81,1558.898734,0,2,0,20,8,5,3,0,4,7,4,0,5,8,0,37
AZ0414014,AZ,YUMA,429,Ground water,3,13,97.5,0.0125,4,0,3,1,2,6,3,0,1,0,0,0,2,0,1
AZ0414015,AZ,YUMA,15000,Ground water,1,45,2705.75,0.098,1,1,0,1,0,0,0,3,3,2,0,0,0,0,37
AZ0414018,AZ,YUMA,192,Ground water,14,84,156.7444444,0.024071429,8,0,22,2,3,3,6,10,16,13,27,8,9,0,1
AZ0414022,AZ,YUMA,2882,Surface water,0,32,67.06666667,0,2,0,16,5,0,0,1,3,3,5,7,4,4,0,0
AZ0414024,AZ,YUMA,103264,Surface water,0,65,355.8923077,0,0,0,0,21,23,21,0,0,0,0,0,0,0,0,0
AZ0414030,AZ,YUMA,300,Surface water,0,178,50.69142857,0,3,0,52,6,7,10,15,6,16,36,33,23,25,0,1
AZ0414032,AZ,YUMA,31,Ground water,1,31,114.3103448,0,3,0,20,2,5,2,3,2,3,4,1,2,7,0,1
AZ0414037,AZ,YUMA,930,Ground water,3,37,102.0810811,0,3,0,20,6,15,8,1,1,1,1,0,0,4,0,3
AZ0414039,AZ,YUMA,402,Surface water,0,60,237.9814815,0,6,0,31,7,7,6,3,5,5,6,2,5,6,0,8
AZ0414065,AZ,YUMA,91,Ground water,7,41,65.225,0.01336,7,1,21,3,3,0,2,2,10,5,6,4,12,0,1
AZ0414070,AZ,YUMA,35,Ground water,0,26,29.41666667,0,2,0,24,2,2,2,0,2,0,3,6,1,7,0,1
AZ0414073,AZ,YUMA,60,Ground water,0,20,56.66666667,0,2,0,10,3,4,2,2,1,3,2,0,0,3,0,0
AZ0414080,AZ,YUMA,680,Ground water,0,12,28.81818182,0,1,0,11,3,1,0,0,0,2,1,1,0,4,0,0
AZ0414082,AZ,YUMA,6324,Surface water,0,69,398.1470588,0,0,1,7,25,25,2,1,2,2,5,1,4,2,0,0
AZ0414086,AZ,YUMA,100,Ground water,1,27,54.33333333,0,1,0,25,7,4,2,0,2,0,5,2,3,3,0,0
AZ0414098,AZ,YUMA,816,Ground water,25,34,69.30909091,0.022291667,3,1,19,2,9,4,7,7,3,4,5,8,9,0,1
AZ0414099,AZ,YUMA,4197,Ground water,1,113,914.0091743,0,4,1,9,4,4,5,2,37,2,2,8,1,1,0,48
AZ0414107,AZ,YUMA,40,Ground water,0,11,29.6,0,1,0,10,0,0,0,0,0,0,0,0,8,3,0,0
AZ0414322,AZ,YUMA,105,Ground water,13,31,69.6097561,0.013461538,3,0,14,1,1,7,8,6,6,6,1,1,6,0,1
AZ0414366,AZ,YUMA,800,Ground water,0,5,53.6,0,0,0,3,2,1,2,0,0,0,0,0,0,0,0,0
AZ0414390,AZ,YUMA,57,Surface water,0,27,129.7037037,0,0,0,14,5,5,5,1,5,0,0,3,1,2,0,0
AZ0414391,AZ,YUMA,30,Ground water,1,7,29.28571429,0,1,0,7,1,0,0,6,0,0,0,0,0,0,0,1
AZ0414403,AZ,YUMA,1500,Ground water,0,78,809.2236842,0,2,0,2,4,5,1,42,6,7,7,1,0,0,0,5
AZ0414432,AZ,YUMA,75,Ground water,0,17,48,0,4,0,9,1,5,3,0,0,0,1,1,1,2,0,3
AZ0414442,AZ,YUMA,350,Ground water,15,26,70.65,0.019428571,1,0,13,1,1,5,5,5,8,6,3,2,4,0,1
AZ0414448,AZ,YUMA,43,Ground water,0,53,877,0,9,0,9,2,2,2,2,1,3,0,0,1,1,0,39
AZ0414463,AZ,YUMA,90,Ground water,1,22,29.57142857,0,9,0,14,1,2,2,2,5,1,1,0,1,4,0,4
AZ0415002,AZ,LA PAZ,108,Ground water,20,81,94.37755102,5.075,2,1,25,8,7,11,11,12,9,11,12,7,13,0,0
AZ0415006,AZ,LA PAZ,1390,Surface water,1,52,49.24489796,0,4,0,7,6,1,2,2,3,2,7,2,14,12,0,2
AZ0415010,AZ,LA PAZ,2015,Surface water,1,57,52.21428571,0,2,0,10,5,0,1,4,0,5,7,6,13,15,0,2
AZ0415011,AZ,LA PAZ,560,Surface water,0,50,57.93877551,0,1,0,6,8,4,5,2,0,2,0,3,13,13,0,0
AZ0415013,AZ,LA PAZ,3087,Ground water,0,2,364.5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
AZ0415021,AZ,LA PAZ,350,Ground water,0,16,333.7,0,6,0,2,2,2,0,1,0,2,2,1,1,0,0,5
AZ0415023,AZ,LA PAZ,475,Ground water,21,34,101.1698113,1.247333333,2,0,13,9,14,4,4,6,0,2,8,6,2,0,0
AZ0415026,AZ,LA PAZ,380,Ground water,0,34,34,0,6,0,26,7,3,3,2,4,0,2,4,3,2,0,4
AZ0415027,AZ,LA PAZ,483,Surface water,0,49,46.39534884,0,6,0,9,6,1,1,2,2,3,5,2,11,14,0,2
