,wid,vio_type,date_begin,date_end,water_rule,analytics,vio_id
0,UTAH06002,"MCL, Monthly (TCR)",NOV-01-2007<br/>,NOV-30-2007<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,9034108<br/>
0,DE0000615,"MCL, Monthly (TCR)",JUN-01-2010<br/>,JUN-30-2010<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,810<br/>
1,DE0000615,"MCL, Monthly (TCR)",MAY-01-2010<br/>,MAY-31-2010<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,710<br/>
2,DE0000615,"MCL, Monthly (TCR)",APR-01-2010<br/>,APR-30-2010<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,610<br/>
3,DE0000615,"MCL, Monthly (TCR)",DEC-01-2009<br/>,DEC-31-2009<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,510<br/>
4,DE0000615,"MCL, Monthly (TCR)",NOV-01-2009<br/>,NOV-30-2009<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,410<br/>
0,TX0190005,"MCL, Average",APR-01-2008<br/>,JUN-30-2008<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Byproducts"" name=""LEFT"">TTHM</a>",.087,608<br/>
1,TX0190005,"MCL, Average",JAN-01-2008<br/>,MAR-31-2008<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Byproducts"" name=""LEFT"">TTHM</a>",.087,508<br/>
2,TX0190005,"MCL, Average",OCT-01-2007<br/>,DEC-31-2007<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Byproducts"" name=""LEFT"">TTHM</a>",.087,408<br/>
0,MA3320000,"MCL, Acute (TCR)",OCT-01-2011<br/>,OCT-31-2011<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,8<br/>
1,MA3320000,"MCL, Monthly (TCR)",APR-01-2011<br/>,APR-30-2011<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,7<br/>
2,MA3320000,"MCL, Monthly (TCR)",OCT-01-2010<br/>,OCT-31-2010<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,6<br/>
3,MA3320000,"MCL, Monthly (TCR)",SEP-01-2010<br/>,SEP-30-2010<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,5<br/>
4,MA3320000,"MCL, Monthly (TCR)",MAR-01-2009<br/>,MAR-31-2009<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,4<br/>
5,MA3320000,"MCL, Monthly (TCR)",DEC-01-2008<br/>,DEC-31-2008<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,2<br/>
6,MA3320000,"MCL, Monthly (TCR)",AUG-01-2008<br/>,AUG-31-2008<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,1<br/>
0,WV3301717,"MCL, Average",APR-01-2015<br/>,JUN-30-2015<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Byproducts"" name=""LEFT"">TTHM</a>",83.3,560818<br/>
0,VT0020790,"MCL, Monthly (TCR)",DEC-01-2014<br/>,DEC-31-2014<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,1352428<br/>
1,VT0020790,"MCL, Monthly (TCR)",JUL-01-2014<br/>,JUL-31-2014<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,1352423<br/>
2,VT0020790,"MCL, Monthly (TCR)",OCT-01-2007<br/>,OCT-31-2007<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,1352308<br/>
3,VT0020790,"MCL, Monthly (TCR)",AUG-01-2007<br/>,AUG-31-2007<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,1352307<br/>
4,VT0020790,"MCL, Monthly (TCR)",SEP-01-2006<br/>,SEP-30-2006<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,1352206<br/>
5,VT0020790,"MCL, Monthly (TCR)",JUN-01-2006<br/>,JUN-30-2006<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,1352006<br/>
0,MA2080000,"MCL, Monthly (TCR)",OCT-01-2013<br/>,OCT-31-2013<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,36<br/>
1,MA2080000,"MCL, Monthly (TCR)",JUL-01-2013<br/>,JUL-31-2013<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,35<br/>
2,MA2080000,"MCL, Acute (TCR)",AUG-01-2012<br/>,AUG-31-2012<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,34<br/>
3,MA2080000,"MCL, Monthly (TCR)",AUG-01-2012<br/>,AUG-31-2012<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,33<br/>
4,MA2080000,"MCL, Monthly (TCR)",SEP-01-2011<br/>,SEP-30-2011<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,32<br/>
5,MA2080000,"MCL, Monthly (TCR)",OCT-01-2010<br/>,OCT-31-2010<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,31<br/>
6,MA2080000,"MCL, Monthly (TCR)",SEP-01-2010<br/>,SEP-30-2010<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,29<br/>
7,MA2080000,"MCL, Monthly (TCR)",JUL-01-2010<br/>,JUL-31-2010<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,30<br/>
8,MA2080000,"MCL, Monthly (TCR)",FEB-01-2010<br/>,FEB-28-2010<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,2<br/>
0,VT0005171,"MCL, Monthly (TCR)",JUL-01-2010<br/>,JUL-31-2010<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,1171307<br/>
0,TX0500043,"MCL, Monthly (TCR)",NOV-01-2010<br/>,NOV-30-2010<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,90065311<br/>
1,TX0500043,"MCL, Monthly (TCR)",SEP-01-2010<br/>,SEP-30-2010<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,90065310<br/>
2,TX0500043,"MCL, Monthly (TCR)",AUG-01-2010<br/>,AUG-31-2010<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,90065309<br/>
3,TX0500043,"MCL, Monthly (TCR)",JUL-01-2010<br/>,JUL-31-2010<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,90065306<br/>
0,IN5240001,"MCL, Average",JUL-01-2015<br/>,SEP-30-2015<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Byproducts"" name=""LEFT"">TTHM</a>",93.2,927<br/>
1,IN5240001,"MCL, Average",JUL-01-2015<br/>,SEP-30-2015<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">Total Haloacetic Acids (HAA5)</a>",76.7,928<br/>
2,IN5240001,"MCL, Average",APR-01-2015<br/>,JUN-30-2015<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">Total Haloacetic Acids (HAA5)</a>",81.7,924<br/>
3,IN5240001,"MCL, Average",APR-01-2015<br/>,JUN-30-2015<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Byproducts"" name=""LEFT"">TTHM</a>",101.2,923<br/>
4,IN5240001,"MCL, Average",JAN-01-2015<br/>,MAR-31-2015<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Byproducts"" name=""LEFT"">TTHM</a>",103.6,921<br/>
5,IN5240001,"MCL, Average",JAN-01-2015<br/>,MAR-31-2015<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">Total Haloacetic Acids (HAA5)</a>",98.9,922<br/>
6,IN5240001,"MCL, Average",OCT-01-2014<br/>,DEC-31-2014<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Byproducts"" name=""LEFT"">TTHM</a>",125.6,919<br/>
7,IN5240001,"MCL, Average",OCT-01-2014<br/>,DEC-31-2014<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">Total Haloacetic Acids (HAA5)</a>",93.5,920<br/>
8,IN5240001,"MCL, Average",JUL-01-2014<br/>,SEP-30-2014<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">Total Haloacetic Acids (HAA5)</a>",104.7,918<br/>
9,IN5240001,"MCL, Average",JUL-01-2014<br/>,SEP-30-2014<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Byproducts"" name=""LEFT"">TTHM</a>",129.6,917<br/>
0,LA1017001,"MCL, Monthly (TCR)",FEB-01-2012<br/>,FEB-29-2012<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,7005503<br/>
1,LA1017001,"MCL, Monthly (TCR)",JAN-01-2012<br/>,JAN-31-2012<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,7005501<br/>
2,LA1017001,"MCL, Monthly (TCR)",DEC-01-2011<br/>,DEC-31-2011<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,7005500<br/>
0,NH1282050,"MCL, Monthly (TCR)",SEP-01-2011<br/>,SEP-30-2011<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,1100006<br/>
0,LA1055128,"MCL, Monthly (TCR)",AUG-01-2008<br/>,AUG-31-2008<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,4003310<br/>
1,LA1055128,"MCL, Monthly (TCR)",OCT-01-2007<br/>,OCT-31-2007<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,4003307<br/>
0,CA5400570,"MCL, Monthly (TCR)",APR-01-2014<br/>,APR-30-2014<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,1400001<br/>
0,WI1250207,"MCL, Monthly (TCR)",JUN-01-2014<br/>,JUN-30-2014<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,1400004<br/>
0,MO5301550,"MCL, Monthly (TCR)",MAY-01-2015<br/>,MAY-31-2015<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,423<br/>
1,MO5301550,"MCL, Average",JAN-01-2015<br/>,DEC-31-2015<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">Gross Alpha, Excl. Radon and U</a>",19.03,430<br/>
2,MO5301550,"MCL, Average",OCT-01-2014<br/>,SEP-30-2015<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">Gross Alpha, Excl. Radon and U</a>",19.58,428<br/>
3,MO5301550,"MCL, Average",JUL-01-2014<br/>,JUN-30-2015<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">Gross Alpha, Excl. Radon and U</a>",19.46,425<br/>
4,MO5301550,"MCL, Average",APR-01-2014<br/>,MAR-31-2015<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">Gross Alpha, Excl. Radon and U</a>",19.95,422<br/>
5,MO5301550,"MCL, Average",JAN-01-2014<br/>,DEC-31-2014<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">Gross Alpha, Excl. Radon and U</a>",20.35,419<br/>
6,MO5301550,"MCL, Average",OCT-01-2013<br/>,SEP-30-2014<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">Gross Alpha, Excl. Radon and U</a>",18.92,417<br/>
7,MO5301550,"MCL, Average",JUL-01-2013<br/>,JUN-30-2014<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">Gross Alpha, Excl. Radon and U</a>",18.58,413<br/>
8,MO5301550,"MCL, Average",APR-01-2013<br/>,MAR-31-2014<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">Gross Alpha, Excl. Radon and U</a>",15.64,411<br/>
0,MD0120210,"MCL, Monthly (TCR)",MAY-01-2014<br/>,MAY-31-2014<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,1475683<br/>
0,NM3504426,"MCL, Monthly (TCR)",JUL-01-2015<br/>,JUL-31-2015<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,85317<br/>
1,NM3504426,"MCL, Monthly (TCR)",MAY-01-2014<br/>,MAY-31-2014<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,85316<br/>
2,NM3504426,"MCL, Monthly (TCR)",AUG-01-2008<br/>,AUG-31-2008<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,85308<br/>
0,LA1067022,"MCL, Monthly (TCR)",DEC-01-2013<br/>,DEC-31-2013<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,15<br/>
1,LA1067022,"MCL, Monthly (TCR)",SEP-01-2013<br/>,SEP-30-2013<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,13<br/>
2,LA1067022,"MCL, Monthly (TCR)",OCT-01-2011<br/>,OCT-31-2011<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,7<br/>
3,LA1067022,"MCL, Monthly (TCR)",SEP-01-2010<br/>,SEP-30-2010<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,3<br/>
0,NY4510771,Treatment Technique (SWTR and GWR),DEC-01-2014<br/>,DEC-31-2014<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">SWTR</a>",---,10531<br/>
1,NY4510771,"MCL, Monthly (TCR)",AUG-01-2012<br/>,AUG-31-2012<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,10523<br/>
2,NY4510771,Failure to Filter (SWTR),DEC-31-2009<br/>,<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants"" name=""LEFT"">SWTR</a>",---,10514<br/>
0,OH4500812,"MCL, Monthly (TCR)",JUL-01-2011<br/>,JUL-31-2011<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Microorganisms"" name=""LEFT"">Coliform (TCR)</a>",---,9676710<br/>
0,OR4101399,"MCL, Average",APR-01-2014<br/>,JUN-30-2014<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Inorganic"" name=""LEFT"">Arsenic</a>",.013,902356639<br/>
1,OR4101399,"MCL, Average",JAN-01-2014<br/>,MAR-31-2014<br/>,"<a href=""https://www.epa.gov/your-drinking-water/table-regulated-drinking-water-contaminants#Inorganic"" name=""LEFT"">Arsenic</a>",.015,902356637<br/>
